Source,Target,Weight,nt_type_banc,type_pre,type_post,layer_mean_pre,layer_mean_post,across_hemi_layer_pre,across_hemi_layer_post
720575940609648395,720575940605214636,16,Ach,B1-u,WV-WV-3,2.5,2.53525641,,
720575940615592409,720575940620356545,4,Ach,AVLP_pr36/asp10a-1,pC1d,5.182692308,5.689102564,,5.790064103
720575940630603091,720575940635330204,40,Ach,B1-2,WV-WV-1,2.477564103,2.631410256,,
720575940635330204,720575940612523571,1,GABA,WV-WV-1,B1-2,2.631410256,2.387820513,,
720575940614927989,720575940621717469,2,Ach,JO-A,WV-WV-3,,2.846153846,,
720575940614190242,720575940634877850,5,Ach,aPN2,B1-5,3.935897436,3.028846154,,
720575940640820788,720575940605214636,2,Ach,JO-B,WV-WV-3,,2.53525641,,
720575940610358990,720575940620835327,9,Ach,B1-2,WV-WV-2,2.448717949,3.724358974,,
720575940613380914,720575940627263375,3,Ach,B1-4,B1-4,2.743589744,2.766025641,,
720575940625483962,720575940605214636,15,Ach,B1-6,WV-WV-3,3.016025641,2.53525641,,
720575940622593476,720575940615723077,9,Ach,JO-B,B1-5,,2.573717949,,3.178858481
720575940621835246,720575940627350060,2,GABA,WED_pr02,WED-VLP-2,3.201923077,3.669871795,3.382386364,3.481730769
720575940621717469,720575940622123981,1,GABA,WV-WV-3,WV-WV-1,2.846153846,2.326923077,,
720575940612146174,720575940618342966,24,Ach,B1-2,WV-WV-2,2.663461538,3.355769231,,
720575940636537663,720575940629552170,1,Ach,JO-B,aPN2,,3.288461538,,
720575940617197057,720575940631153194,1,GABA,SAD_pr02,AVLP_pr23,3.022435897,3.240384615,,
720575940627455621,720575940617197057,9,Ach,B1-5,SAD_pr02,3.615384615,3.022435897,,
720575940610077026,720575940610358990,1,Ach,B1-2,B1-2,3.105769231,2.448717949,,
720575940634228124,720575940634508174,1,Ach,JO-A,AVLP_pr01-1,,2.570512821,,
720575940637410394,720575940610638434,3,GABA,WED_pr02,B1-u,3.147435897,2.230769231,,
720575940612956378,720575940622123981,1,Ach,JO-B,WV-WV-1,,2.326923077,,
720575940622123981,720575940621308341,49,GABA,WV-WV-1,WED-VLP-1,2.326923077,3.272435897,,
720575940604445868,720575940646518382,1,Ach,AVLP_pr36/asp10a-1,pC1d,5.365384615,5.891025641,,
720575940629133071,720575940625345328,15,Ach,A2,WV-WV-2,2.310897436,2.996794872,,
720575940623322877,720575940612078511,1,GABA,WV-WV-1,WED_pr02,3.176282051,3.317307692,2.711538462,
720575940620835327,720575940621148660,3,GABA,WV-WV-2,WV-WV-2,3.724358974,3.394230769,,
720575940625887631,720575940654117025,4,GABA,WED_pr02,B1-3,3.516025641,2.483974359,,
720575940616121408,720575940635330204,11,GABA,WED_pr02,WV-WV-1,3.378205128,2.631410256,,
720575940631179807,720575940619486891,3,Ach,pC2lb,pMN1,4.817307692,5.224358974,,
720575940615868485,720575940614280554,10,GABA,SAD_pr02,JO-A,2.621794872,,,
720575940628016983,720575940616612313,4,Ach,B1-5,WED_pr01-1,3.615384615,4.21474359,,
720575940623322877,720575940621308341,2,GABA,WV-WV-1,WED-VLP-1,3.176282051,3.272435897,2.711538462,
720575940609673369,720575940639811469,9,,B1-4,WV-WV-3,2.419871795,2.78525641,,2.675824176
720575940604839200,720575940631425965,9,Ach,B1-2,AVLP_pr01-1,2.423076923,2.621794872,,
720575940608487772,720575940630721910,1,Ach,JO-A,JO-A,,,,
720575940639970392,720575940637663662,5,Ach,JO-B,B1-4,,2.753205128,,
720575940620537435,720575940622295585,1,Ach,JO-A,JO-A,,,,
720575940611177586,720575940644488727,20,Ach,JO-A,SAD_pr01,,2.320512821,,
720575940616633925,720575940628846966,5,Ach,B1-5,SAD_pr02,2.833333333,3.051282051,,
720575940621540586,720575940616611382,5,GABA,WED_pr02,WED-VLP-1,3.445512821,3.176282051,,
720575940629269630,720575940635282910,9,Ach,JO-B,B1-4,,2.560897436,,
720575940607059122,720575940633044634,3,Ach,JO-A,WED_pr02,,3.096153846,,
720575940630131218,720575940632303807,2,Ach,B1-6,WED_pr01-1,4.708333333,4.269230769,,
720575940618342966,720575940605308082,25,GABA,WV-WV-2,WED_pr02,3.355769231,3.362179487,,
720575940638214461,720575940621717469,5,Ach,A2,WV-WV-3,2.298076923,2.846153846,2.304487179,
720575940629552170,720575940614190242,1,Ach,aPN2,aPN2,3.288461538,3.935897436,,
720575940627719294,720575940617362772,5,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.429487179,5.259615385,,
720575940628846966,720575940627263375,3,GABA,SAD_pr02,B1-4,3.051282051,2.766025641,,
720575940641545888,720575940620980323,1,GABA,WV-WV-4,B1-4,2.987179487,2.58974359,,
720575940612146174,720575940644968302,14,Ach,B1-2,AVLP_pr23,2.663461538,3.144230769,,3.192307692
720575940621148660,720575940630659446,2,GABA,WV-WV-2,SAD_pr02,3.394230769,2.637820513,,
720575940612956378,720575940605214636,2,Ach,JO-B,WV-WV-3,,2.53525641,,
720575940631153194,720575940612001489,19,Ach,AVLP_pr23,A1,3.240384615,3.746794872,,
720575940637834301,720575940613034602,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.054487179,5.278846154,,
720575940620758221,720575940631425965,5,Ach,B1-2,AVLP_pr01-1,3.903846154,2.621794872,,
720575940614018060,720575940613380914,8,GABA,IPS_pr02,B1-4,3.307692308,2.743589744,,
720575940627642818,720575940609927141,17,GABA,AVLP_pr01-2,WED-VLP-1,3.823717949,3.134615385,,
720575940629244357,720575940641972384,2,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.320512821,5.58974359,,
720575940626164938,720575940622838154,6,Ach,JO-A,GF,,3.179487179,,
720575940616121408,720575940632649697,10,GABA,WED_pr02,A2,3.378205128,2.317307692,,
720575940625683176,720575940623304906,19,Ach,B1-1,WED-VLP-1,4.240384615,3.448717949,,
720575940608457483,720575940621717469,3,Ach,JO-A,WV-WV-3,,2.846153846,,
720575940612615833,720575940632945177,5,Ach,JO-B,WV-WV-3,,2.326923077,,
720575940621242025,720575940624314468,3,Ach,B1-5,WED_pr01-1,2.887820513,4.019230769,,
720575940616809401,720575940634299071,8,Ach,B1-1,WED_pr02,2.141025641,3.243589744,,
720575940635403230,720575940617034398,1,Ach,vpoEN,AVLP_pr36/asp10a-1,3.625,5.310897436,,
720575940615930299,720575940622123981,7,GABA,WED_pr02,WV-WV-1,3.608974359,2.326923077,,
720575940620581748,720575940611674265,9,GABA,WED_pr02,WED_pr02,3.439102564,3.128205128,,
720575940611674265,720575940632499757,1,GABA,WED_pr02,GF,3.128205128,3.467948718,,3.323717949
720575940629275180,720575940622004106,15,Ach,JO-B,B1-7,,2.358974359,,
720575940631915219,720575940635282910,21,Ach,JO-B,B1-4,,2.560897436,,
720575940630396790,720575940630302551,3,Inconclusive,AVLP_pr18-2,AVLP_pr18-2,5.807692308,5.830128205,5.818910256,
720575940628846966,720575940605214636,8,GABA,SAD_pr02,WV-WV-3,3.051282051,2.53525641,,
720575940612146174,720575940623322877,5,Ach,B1-2,WV-WV-1,2.663461538,3.176282051,,2.711538462
720575940612146174,720575940634571383,7,Ach,B1-2,WV-WV-2,2.663461538,3.5,,
720575940622960422,720575940612523571,3,Ach,JO-B,B1-2,,2.387820513,,
720575940606743170,720575940625887631,5,GABA,WED_pr02,WED_pr02,3.397435897,3.516025641,,
720575940620422938,720575940618066415,14,Ach,JO-B,B1-3,,2.817307692,,
720575940609832410,720575940617197057,4,Ach,B1-5,SAD_pr02,4.240384615,3.022435897,,
720575940611597298,720575940618599277,33,GABA,B2,B1-4,2.634615385,2.426282051,,
720575940615966943,720575940631200327,12,GABA,GNG_pr01-1,A1,5.375,4.294871795,,
720575940628016983,720575940632303807,3,Ach,B1-5,WED_pr01-1,3.615384615,4.269230769,,
720575940632812867,720575940638214461,8,Ach,JO-A,A2,,2.298076923,,2.304487179
720575940630037073,720575940629244357,3,Ach,AVLP_pr12,AVLP_pr36/asp10a-1,5.788461538,5.320512821,,
720575940635217144,720575940614018060,3,Ach,JO-B,IPS_pr02,,3.307692308,,
720575940636679989,720575940623322877,2,Ach,B1-2,WV-WV-1,2.435897436,3.176282051,,2.711538462
720575940630277175,720575940625345328,3,Ach,B1-5,WV-WV-2,3.176282051,2.996794872,,
720575940630258003,720575940626257736,6,GABA,WED_pr02,JO-B,3.403846154,,,
720575940609996773,720575940627496829,4,Ach,AVLP_pr36/asp10a-1,pMN2,5.407051282,5.391025641,,
720575940640507763,720575940618342966,2,GABA,WED_pr02,WV-WV-2,3.573717949,3.355769231,,
720575940632945177,720575940639811469,32,GABA,WV-WV-3,WV-WV-3,2.326923077,2.78525641,,2.675824176
720575940622254375,720575940604839200,2,Ach,B1-2,B1-2,2.246794872,2.423076923,,
720575940631425965,720575940635330204,2,GABA,AVLP_pr01-1,WV-WV-1,2.621794872,2.631410256,,
720575940620910774,720575940630603091,6,GABA,SAD_pr02,B1-2,3.323717949,2.477564103,,
720575940614840891,720575940621540586,12,Ach,B1-3,WED_pr02,2.541666667,3.445512821,,
720575940629133071,720575940644968302,16,Ach,A2,AVLP_pr23,2.310897436,3.144230769,,3.192307692
720575940627632428,720575940624473918,8,GABA,IPS_pr01-1,WED_pr01-1,4.522435897,4.394230769,,
720575940624314468,720575940626228329,1,Ach,WED_pr01-1,WED_pr01-1,4.019230769,4.25,,
720575940630258003,720575940642414989,4,GABA,WED_pr02,JO-B,3.403846154,,,
720575940627249039,720575940634299071,5,Ach,JO-B,WED_pr02,,3.243589744,,
720575940607059122,720575940632945177,2,Ach,JO-A,WV-WV-3,,2.326923077,,
720575940630603091,720575940609513841,3,Ach,B1-2,WV-WV-4,2.477564103,3.467948718,,3.227564103
720575940636705502,720575940633300148,6,GABA,vpoIN-3,pC2lb,3.916666667,5.173076923,3.921474359,
720575940627957719,720575940634571383,2,Ach,B1-2,WV-WV-2,3.240384615,3.5,2.422676282,
720575940635330204,720575940610077026,3,GABA,WV-WV-1,B1-2,2.631410256,3.105769231,,
720575940609289284,720575940625345328,24,Ach,JO-B,WV-WV-2,,2.996794872,,
720575940630207799,720575940610116581,10,Ach,JO-B,IPS_pr02,,3.403846154,,3.355769231
720575940620758221,720575940635330204,18,Ach,B1-2,WV-WV-1,3.903846154,2.631410256,,
720575940644057635,720575940609673369,1,Ach,JO-B,B1-4,,2.419871795,,
720575940605214636,720575940621717469,28,GABA,WV-WV-3,WV-WV-3,2.53525641,2.846153846,,
720575940617362772,720575940628837650,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.259615385,5.333333333,,
720575940614927989,720575940625345328,4,Ach,JO-A,WV-WV-2,,2.996794872,,
720575940636504553,720575940640176848,3,GABA,AVLP_pr02,pC2lb,3.75,4.871794872,,
720575940630925330,720575940604839200,3,Ach,JO-B,B1-2,,2.423076923,,
720575940618409797,720575940634571383,2,Ach,B1-5,WV-WV-2,3.051282051,3.5,,
720575940630820347,720575940610358990,11,Ach,JO-B,B1-2,,2.448717949,,
720575940607208114,720575940625146122,9,Ach,JO-A,A2,,2.291666667,,
720575940607188036,720575940622969528,6,Ach,B1-1,WED-VLP-1,2.108974359,3.378205128,,
720575940634877850,720575940608432760,5,Ach,B1-5,SAD_pr02,3.028846154,4.070512821,,
720575940604531229,720575940630028359,8,Ach,JO-B,B1-7,,2.451923077,,
720575940631693610,720575940618522433,15,inconclusive,A1,A1,3.823717949,3.730769231,3.896367521,
720575940633044634,720575940644968302,6,GABA,WED_pr02,AVLP_pr23,3.096153846,3.144230769,,3.192307692
720575940622123981,720575940625887631,3,GABA,WV-WV-1,WED_pr02,2.326923077,3.516025641,,
720575940633300148,720575940621431492,2,Ach,pC2lb,pC2la,5.173076923,5.762820513,,
720575940633044634,720575940644968302,9,GABA,WED_pr02,AVLP_pr23,3.096153846,3.144230769,,3.192307692
720575940620980323,720575940618522433,28,Ach,B1-4,A1,2.58974359,3.730769231,,
720575940626798101,720575940632303807,2,Ach,B1-7,WED_pr01-1,4.782051282,4.269230769,,
720575940632649697,720575940609513841,3,Ach,A2,WV-WV-4,2.317307692,3.467948718,,3.227564103
720575940619508033,720575940629133071,29,Ach,JO-A,A2,,2.310897436,,
720575940611177586,720575940605214636,54,Ach,JO-A,WV-WV-3,,2.53525641,,
720575940612146174,720575940628267264,7,Ach,B1-2,WED_pr02,2.663461538,3.445512821,,
720575940611597298,720575940622577336,16,GABA,B2,B1-5,2.634615385,2.939102564,,
720575940628267264,720575940612078511,8,GABA,WED_pr02,WED_pr02,3.445512821,3.317307692,,
720575940621752001,720575940634317724,3,Ach,AVLP/PVLP_pr01-2,AVLP/PVLP_pr01-2,3.980769231,4.320512821,,
720575940619784453,720575940630353682,51,Ach,WED-VLP-1,AVLP_pr01-2,3.310897436,4.03525641,,4.044471154
720575940614927989,720575940644488727,3,Ach,JO-A,SAD_pr01,,2.320512821,,
720575940609832410,720575940630749523,2,Ach,B1-5,WED_pr02,4.240384615,3.5,,
720575940634299071,720575940616809401,7,GABA,WED_pr02,B1-1,3.243589744,2.141025641,,
720575940614332899,720575940625146122,22,Ach,JO-A,A2,,2.291666667,,
720575940622123981,720575940641359776,1,GABA,WV-WV-1,WED-VLP-1,2.326923077,3.262820513,,3.255681818
720575940617641077,720575940631693610,15,GABA,GNG_pr01-1,A1,5.009615385,3.823717949,,3.896367521
720575940619415679,720575940632764883,11,Ach,vpoEN,AVLP_pr36/asp10a-1,3.641025641,5.448717949,3.688301282,5.376371083
720575940641396078,720575940628016983,9,Ach,JO-B,B1-5,,3.615384615,,
720575940629687824,720575940612001489,17,GABA,GNG_pr01-1,A1,5.205128205,3.746794872,5.061298077,
720575940612523571,720575940634571383,9,Ach,B1-2,WV-WV-2,2.387820513,3.5,,
720575940605095346,720575940625887631,5,GABA,WV-WV-2,WED_pr02,3.544871795,3.516025641,3.419337607,
720575940627714310,720575940632499757,2,Ach,JO-B,GF,,3.467948718,,3.323717949
720575940621043753,720575940625345328,4,Ach,B1-5,WV-WV-2,3.147435897,2.996794872,,
720575940641972384,720575940624662508,6,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.58974359,5.625,,
720575940633044634,720575940631153194,5,GABA,WED_pr02,AVLP_pr23,3.096153846,3.240384615,,
720575940635330204,720575940620694015,2,GABA,WV-WV-1,B1-1,2.631410256,2.179487179,,
720575940632692378,720575940627455621,2,Ach,JO-B,B1-5,,3.615384615,,
720575940629913169,720575940625989904,22,Ach,B1-1,WED-VLP-1,4.378205128,3.253205128,,
720575940659098241,720575940621983757,6,Ach,B1-7,IPS_pr01-2,4.025641026,2.791666667,,
720575940616211013,720575940621242025,1,GABA,WED_pr02,B1-5,3.564102564,2.887820513,,
720575940610558357,720575940638095293,1,GABA,AVLP_pr02,pC2lb,4.179487179,4.929487179,,4.946714744
720575940620581748,720575940620758221,1,GABA,WED_pr02,B1-2,3.439102564,3.903846154,,
720575940610739666,720575940622254375,1,Ach,JO-B,B1-2,,2.246794872,,
720575940606612937,720575940644488727,4,Ach,JO-A,SAD_pr01,,2.320512821,,
720575940624428728,720575940622123981,19,Ach,JO-A,WV-WV-1,,2.326923077,,
720575940622699196,720575940634829168,1,Ach,WED-VLP-2,vpoEN,3.336538462,3.740384615,,
720575940606612937,720575940604201830,3,Ach,JO-A,WV-WV-3,,2.41025641,,
720575940628542807,720575940618475101,2,GABA,vpoIN-1,pC2lb,5.596153846,5.131410256,,
720575940621308341,720575940634709872,19,Ach,WED-VLP-1,AVLP_pr31,3.272435897,4.375,,4.337873932
720575940602120928,720575940619486891,3,Ach,AVLP_pr36/asp10a-1,pMN1,5.573717949,5.224358974,,
720575940635403230,720575940633300148,1,Ach,vpoEN,pC2lb,3.625,5.173076923,,
720575940622529574,720575940623113752,4,Ach,WED_pr01-1,AVLP_pr04,4.083333333,5.711538462,,
720575940632649697,720575940623322877,1,Ach,A2,WV-WV-1,2.317307692,3.176282051,,2.711538462
720575940631693610,720575940616313942,3,inconclusive,A1,A1,3.823717949,3.939102564,3.896367521,
720575940623304906,720575940619783518,10,Ach,WED-VLP-1,AVLP_pr01-1,3.448717949,2.628205128,,2.782371795
720575940632288815,720575940627027087,6,Ach,JO-B,aPN2,,3.532051282,,
720575940624732260,720575940638666473,7,GABA,IPS_pr01-2,WED_pr01-2,2.663461538,3.96474359,,
720575940621464344,720575940622065432,6,Ach,JO-A,AVLP_pr01-1,,2.592948718,,
720575940637813220,720575940630277175,6,Ach,JO-B,B1-5,,3.176282051,,
720575940610595118,720575940618524481,4,Ach,JO-B,B1-u,,2.272435897,,
720575940617333976,720575940646518382,1,Ach,pC2la,pC1d,6.330128205,5.891025641,,
720575940616859622,720575940616804806,4,Ach,JO-B,B1-5,,3.496794872,,
720575940640169947,720575940613311151,2,Ach,JO-B,B2,,2.298076923,,
720575940612403427,720575940640176848,7,GABA,vpoIN-1,pC2lb,4.564102564,4.871794872,,
720575940637410394,720575940610358990,3,GABA,WED_pr02,B1-2,3.147435897,2.448717949,,
720575940617244049,720575940630028359,2,Ach,JO-B,B1-7,,2.451923077,,
720575940629913169,720575940623304906,8,Ach,B1-1,WED-VLP-1,4.378205128,3.448717949,,
720575940606010569,720575940625887631,26,Ach,B1-3,WED_pr02,2.717948718,3.516025641,,
720575940621431492,720575940625295339,8,Ach,pC2la,pMN1,5.762820513,5.243589744,,5.233974359
720575940636679989,720575940635981742,10,Ach,B1-2,WED_pr02,2.435897436,3.378205128,,
720575940612523571,720575940621835246,7,Ach,B1-2,WED_pr02,2.387820513,3.201923077,,3.382386364
720575940636679989,720575940612001489,5,Ach,B1-2,A1,2.435897436,3.746794872,,
720575940625023024,720575940639205198,9,Ach,JO-B,B1-5,,2.929487179,,
720575940622123981,720575940622609678,1,GABA,WV-WV-1,WED-VLP-2,2.326923077,3.647435897,,
720575940643418990,720575940612146174,13,Ach,JO-B,B1-2,,2.663461538,,
720575940615930299,720575940618342966,2,GABA,WED_pr02,WV-WV-2,3.608974359,3.355769231,,
720575940609673369,720575940621717469,27,,B1-4,WV-WV-3,2.419871795,2.846153846,,
720575940627410944,720575940635330204,9,Ach,B1-2,WV-WV-1,2.298076923,2.631410256,,
720575940631200327,720575940631693610,2,inconclusive,A1,A1,4.294871795,3.823717949,,3.896367521
720575940628837650,720575940625295339,2,Ach,AVLP_pr36/asp10a-1,pMN1,5.333333333,5.243589744,,5.233974359
720575940609076693,720575940618522433,12,Ach,B1-4,A1,3.163461538,3.730769231,,
720575940618599277,720575940637663662,1,Ach,B1-4,B1-4,2.426282051,2.753205128,,
720575940620833974,720575940617431325,1,Ach,aPN2,B1-4,4.602564103,2.884615385,,2.766254579
720575940615592409,720575940620356557,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.182692308,5.237179487,,
720575940625345328,720575940635330204,5,GABA,WV-WV-2,WV-WV-1,2.996794872,2.631410256,,
720575940620537435,720575940638214461,22,Ach,JO-A,A2,,2.298076923,,2.304487179
720575940624594276,720575940619405812,5,Ach,JO-B,B1-3,,2.653846154,,
720575940618066415,720575940625345328,13,Ach,B1-3,WV-WV-2,2.817307692,2.996794872,,
720575940617066653,720575940608035374,6,Ach,JO-B,B1-7,,2.637820513,,
720575940637410394,720575940625146122,6,GABA,WED_pr02,A2,3.147435897,2.291666667,,
720575940634877850,720575940622529574,5,Ach,B1-5,WED_pr01-1,3.028846154,4.083333333,,
720575940627939177,720575940618066415,2,GABA,SAD_pr02,B1-3,3.830128205,2.817307692,,
720575940637410394,720575940638214461,6,GABA,WED_pr02,A2,3.147435897,2.298076923,,2.304487179
720575940621540586,720575940642412941,17,GABA,WED_pr02,B1-2,3.445512821,3.221153846,,
720575940617884736,720575940618409797,2,GABA,SAD_pr02,B1-5,2.147435897,3.051282051,,
720575940639205198,720575940611335859,4,Ach,B1-5,SAD_pr02,2.929487179,3.096153846,,
720575940619508033,720575940625345328,7,Ach,JO-A,WV-WV-2,,2.996794872,,
720575940619508033,720575940629133071,7,Ach,JO-A,A2,,2.310897436,,
720575940620195719,720575940635330204,2,GABA,AVLP_pr01-1,WV-WV-1,3.041666667,2.631410256,,
720575940634775706,720575940629552170,6,Ach,JO-B,aPN2,,3.288461538,,
720575940621148660,720575940623849496,6,GABA,WV-WV-2,AVLP_pr05-1,3.394230769,4.365384615,,
720575940612523571,720575940631425965,6,Ach,B1-2,AVLP_pr01-1,2.387820513,2.621794872,,
720575940611674265,720575940620392984,4,GABA,WED_pr02,WED-VLP-1,3.128205128,3.259615385,,
720575940629283659,720575940629133071,4,GABA,AVLP_pr01-1,A2,2.682692308,2.310897436,,
720575940610455781,720575940625295339,2,Ach,pC2la,pMN1,5.708333333,5.243589744,,5.233974359
720575940612523571,720575940634571383,3,Ach,B1-2,WV-WV-2,2.387820513,3.5,,
720575940626949513,720575940607188036,3,Ach,JO-A,B1-1,,2.108974359,,
720575940627304963,720575940622978823,2,Ach,JO-B,JO-B,,,,
720575940609289284,720575940621717469,14,Ach,JO-B,WV-WV-3,,2.846153846,,
720575940608112137,720575940627410944,5,Ach,JO-B,B1-2,,2.298076923,,
720575940622552163,720575940623233238,1,Ach,JO-B,B1-5,,3.134615385,,
720575940605214636,720575940617431325,7,GABA,WV-WV-3,B1-4,2.53525641,2.884615385,,2.766254579
720575940635973989,720575940621148660,4,Ach,JO-B,WV-WV-2,,3.394230769,,
720575940629938487,720575940634877850,2,GABA,WED_pr02,B1-5,3.378205128,3.028846154,,
720575940635732916,720575940605214636,2,Ach,JO-B,WV-WV-3,,2.53525641,,
720575940622552163,720575940639811469,6,Ach,JO-B,WV-WV-3,,2.78525641,,2.675824176
720575940628267264,720575940623322877,1,GABA,WED_pr02,WV-WV-1,3.445512821,3.176282051,,2.711538462
720575940613934965,720575940646341486,6,Ach,JO-B,B1-6,,3.185897436,,
720575940610358990,720575940637410394,7,Ach,B1-2,WED_pr02,2.448717949,3.147435897,,
720575940628267264,720575940609513841,4,GABA,WED_pr02,WV-WV-4,3.445512821,3.467948718,,3.227564103
720575940632998136,720575940619405812,11,GABA,WED_pr02,B1-3,3.541666667,2.653846154,,
720575940635981742,720575940612078511,4,GABA,WED_pr02,WED_pr02,3.378205128,3.317307692,,
720575940605308082,720575940619415679,4,GABA,WED_pr02,vpoEN,3.362179487,3.641025641,,3.688301282
720575940614450774,720575940623322877,55,Ach,B1-2,WV-WV-1,3.586538462,3.176282051,,2.711538462
720575940622254375,720575940621835246,5,Ach,B1-2,WED_pr02,2.246794872,3.201923077,,3.382386364
720575940632466784,720575940628016983,1,Ach,JO-B,B1-5,,3.615384615,,
720575940641396078,720575940630028359,8,Ach,JO-B,B1-7,,2.451923077,,
720575940621431492,720575940618364480,1,Ach,pC2la,pC1e,5.762820513,6.144230769,,6.227564103
720575940615635037,720575940625295339,6,Ach,AVLP_pr36/asp10a-1,pMN1,5.541666667,5.243589744,,5.233974359
720575940627410944,720575940631153194,15,Ach,B1-2,AVLP_pr23,2.298076923,3.240384615,,
720575940606010569,720575940606743170,61,Ach,B1-3,WED_pr02,2.717948718,3.397435897,,
720575940625887631,720575940620581748,4,GABA,WED_pr02,WED_pr02,3.516025641,3.439102564,,
720575940611277293,720575940634299071,10,Ach,B1-1,WED_pr02,2.092948718,3.243589744,,
720575940620758221,720575940605095346,4,Ach,B1-2,WV-WV-2,3.903846154,3.544871795,,3.419337607
720575940654117025,720575940644968302,1,Ach,B1-3,AVLP_pr23,2.483974359,3.144230769,,3.192307692
720575940621464344,720575940644488727,7,Ach,JO-A,SAD_pr01,,2.320512821,,
720575940633301217,720575940631153194,5,Ach,JO-B,AVLP_pr23,,3.240384615,,
720575940621148660,720575940616211013,24,GABA,WV-WV-2,WED_pr02,3.394230769,3.564102564,,
720575940630603091,720575940631153194,10,Ach,B1-2,AVLP_pr23,2.477564103,3.240384615,,
720575940612078511,720575940634829168,3,GABA,WED_pr02,vpoEN,3.317307692,3.740384615,,
720575940622026757,720575940619405812,16,Ach,JO-B,B1-3,,2.653846154,,
720575940618342966,720575940635330204,3,GABA,WV-WV-2,WV-WV-1,3.355769231,2.631410256,,
720575940612403427,720575940638095293,5,GABA,vpoIN-1,pC2lb,4.564102564,4.929487179,,4.946714744
720575940636679989,720575940631153194,22,Ach,B1-2,AVLP_pr23,2.435897436,3.240384615,,
720575940622097959,720575940634299071,13,Ach,B1-1,WED_pr02,5.0,3.243589744,,
720575940649911286,720575940628489516,1,Ach,WED-VLP-1,AVLP_pr01-1,3.256410256,3.631410256,,
720575940621835246,720575940614450774,17,GABA,WED_pr02,B1-2,3.201923077,3.586538462,3.382386364,
720575940622123981,720575940622065432,74,GABA,WV-WV-1,AVLP_pr01-1,2.326923077,2.592948718,,
720575940621447077,720575940627174247,9,Ach,WED-VLP-1,WED-VLP-1,3.224358974,3.310897436,,
720575940629133071,720575940629283659,134,Ach,A2,AVLP_pr01-1,2.310897436,2.682692308,,
720575940603683505,720575940632527571,5,GABA,AVLP_pr01-2,AVLP_pr22,4.070512821,4.666666667,,
720575940603683505,720575940621713672,6,GABA,AVLP_pr01-2,AVLP_pr01-2,4.070512821,4.233974359,,
720575940613943413,720575940627660905,10,Ach,WED-VLP-2,AVLP_pr22,3.413461538,4.814102564,,
720575940629133071,720575940621447077,59,Ach,A2,WED-VLP-1,2.310897436,3.224358974,,
720575940621447077,720575940621713672,23,Ach,WED-VLP-1,AVLP_pr01-2,3.224358974,4.233974359,,
720575940632303807,720575940621558762,2,Ach,WED_pr01-1,WED_pr01-1,4.269230769,4.16025641,,
720575940627174247,720575940627827450,14,Ach,WED-VLP-1,AVLP_pr31,3.310897436,4.352564103,,
720575940641400224,720575940626042499,27,Ach,WED-VLP-1,AVLP_pr01-2,3.246794872,3.935897436,,
720575940629954724,720575940603683505,15,Ach,WED-VLP-1,AVLP_pr01-2,3.272435897,4.070512821,,
720575940649911286,720575940619249031,6,Ach,WED-VLP-1,WED-VLP-1,3.256410256,3.272435897,,
720575940629954724,720575940620929416,9,Ach,WED-VLP-1,AVLP_pr01-2,3.272435897,4.038461538,,
720575940622699196,720575940634299071,44,Ach,WED-VLP-2,WED_pr02,3.336538462,3.243589744,,
720575940603186790,720575940615894877,53,Ach,WED-VLP-1,vpoIN-3,3.314102564,3.926282051,,
720575940619249031,720575940611694545,28,Ach,WED-VLP-1,AVLP_pr31,3.272435897,4.298076923,,
720575940629133071,720575940619249031,46,Ach,A2,WED-VLP-1,2.310897436,3.272435897,,
720575940621870576,720575940635330204,7,Ach,JO-A,WV-WV-1,,2.631410256,,
720575940612338674,720575940631448338,7,GABA,SAD_pr02,JO-B,2.71474359,,,
720575940630659446,720575940615723077,1,GABA,SAD_pr02,B1-5,2.637820513,2.573717949,,3.178858481
720575940623725972,720575940636910825,2,Ach,pC2lb,pC2la,4.830128205,5.673076923,,5.722467058
720575940638095293,720575940624662508,7,Ach,pC2lb,AVLP_pr36/asp10a-1,4.929487179,5.625,4.946714744,
720575940625227672,720575940632945177,4,Ach,JO-A,WV-WV-3,,2.326923077,,
720575940609996773,720575940641972384,2,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.407051282,5.58974359,,
720575940640176848,720575940638095293,1,Ach,pC2lb,pC2lb,4.871794872,4.929487179,,4.946714744
720575940633040097,720575940614840891,6,GABA,SAD_pr02,B1-3,2.987179487,2.541666667,,
720575940626258690,720575940632499757,2,Ach,AVLP/PVLP_pr01-2,GF,4.246794872,3.467948718,4.173076923,3.323717949
720575940615723077,720575940615930299,8,Ach,B1-5,WED_pr02,2.573717949,3.608974359,3.178858481,
720575940634829168,720575940620931348,6,Ach,vpoEN,pC2la,3.740384615,5.038461538,,
720575940623725972,720575940613170498,2,Ach,pC2lb,pMN2,4.830128205,5.314102564,,5.352564103
