Source,Target,Weight,nt_type_banc,type_pre,type_post,layer_mean_pre,layer_mean_post,across_hemi_layer_pre,across_hemi_layer_post
720575940614450774,720575940618833840,6,Ach,B1-2,WED-VLP-1,3.586538462,3.314102564,,
720575940614332899,720575940641545888,1,Ach,JO-A,WV-WV-4,,2.987179487,,
720575940623322877,720575940631922969,13,GABA,WV-WV-1,WED-VLP-1,3.176282051,3.054487179,2.711538462,
720575940639745085,720575940618524481,5,Ach,JO-B,B1-u,,2.272435897,,
720575940612078511,720575940624704393,12,GABA,WED_pr02,B1-3,3.317307692,2.509615385,,
720575940636910825,720575940619486891,2,Ach,pC2la,pMN1,5.673076923,5.224358974,5.722467058,
720575940606010569,720575940620581748,62,Ach,B1-3,WED_pr02,2.717948718,3.439102564,,
720575940629450366,720575940629133071,23,Ach,JO-A,A2,,2.310897436,,
720575940613006590,720575940625984528,8,Ach,JO-B,B2,,2.150641026,,
720575940617575760,720575940624473918,6,GABA,IPS_pr01-1,WED_pr01-1,4.41025641,4.394230769,,
720575940619784453,720575940627952207,30,Ach,WED-VLP-1,AVLP_pr31,3.310897436,4.237179487,,
720575940616211013,720575940622123981,8,GABA,WED_pr02,WV-WV-1,3.564102564,2.326923077,,
720575940638095293,720575940641972384,2,Ach,pC2lb,AVLP_pr36/asp10a-1,4.929487179,5.58974359,4.946714744,
720575940633033567,720575940627496829,1,GABA,vpoIN-1,pMN2,5.304487179,5.391025641,,
720575940621870576,720575940622123981,3,Ach,JO-A,WV-WV-1,,2.326923077,,
720575940624704393,720575940625345328,4,Ach,B1-3,WV-WV-2,2.509615385,2.996794872,,
720575940606871497,720575940618524481,2,Ach,JO-B,B1-u,,2.272435897,,
720575940630660951,720575940637663662,1,Ach,JO-B,B1-4,,2.753205128,,
720575940607208114,720575940631153194,6,Ach,JO-A,AVLP_pr23,,3.240384615,,
720575940637175349,720575940618475101,2,Ach,AVLP_pr36/asp10a-1,pC2lb,5.471153846,5.131410256,,
720575940608432760,720575940618066415,6,GABA,SAD_pr02,B1-3,4.070512821,2.817307692,,
720575940622295585,720575940603533246,11,Ach,JO-A,WV-WV-3,,2.778846154,,
720575940636679989,720575940609513841,7,Ach,B1-2,WV-WV-4,2.435897436,3.467948718,,3.227564103
720575940626258690,720575940631200327,6,Ach,AVLP/PVLP_pr01-2,A1,4.246794872,4.294871795,4.173076923,
720575940639375182,720575940609522382,16,Ach,JO-A,B1-4,,2.782051282,,
720575940605214636,720575940609076693,3,GABA,WV-WV-3,B1-4,2.53525641,3.163461538,,
720575940642442893,720575940625483962,6,Ach,JO-B,B1-6,,3.016025641,,
720575940606010569,720575940625345328,4,Ach,B1-3,WV-WV-2,2.717948718,2.996794872,,
720575940635330204,720575940630603091,2,GABA,WV-WV-1,B1-2,2.631410256,2.477564103,,
720575940622960422,720575940622778820,12,Ach,JO-B,B1-7,,2.269230769,,
720575940622123981,720575940634508174,12,GABA,WV-WV-1,AVLP_pr01-1,2.326923077,2.570512821,,
720575940606332629,720575940633044634,2,Ach,B1-1,WED_pr02,2.141025641,3.096153846,,
720575940623233238,720575940622529574,16,Ach,B1-5,WED_pr01-1,3.134615385,4.083333333,,
720575940623805159,720575940606010569,7,Ach,JO-B,B1-3,,2.717948718,,
720575940635330204,720575940621835246,1,GABA,WV-WV-1,WED_pr02,2.631410256,3.201923077,,3.382386364
720575940632649697,720575940619249031,6,Ach,A2,WED-VLP-1,2.317307692,3.272435897,,
720575940635330204,720575940637410394,3,GABA,WV-WV-1,WED_pr02,2.631410256,3.147435897,,
720575940620758221,720575940635981742,23,Ach,B1-2,WED_pr02,3.903846154,3.378205128,,
720575940642063245,720575940620062633,2,Ach,JO-A,AVLP_pr01-1,,2.996794872,,
720575940605308082,720575940618342966,4,GABA,WED_pr02,WV-WV-2,3.362179487,3.355769231,,
720575940627201579,720575940616313942,49,GABA,WV-WV-3,A1,3.048076923,3.939102564,,
720575940654117025,720575940640507763,17,Ach,B1-3,WED_pr02,2.483974359,3.573717949,,
720575940632945177,720575940637663662,14,GABA,WV-WV-3,B1-4,2.326923077,2.753205128,,
720575940617534110,720575940625146122,3,Ach,JO-A,A2,,2.291666667,,
720575940632466784,720575940619925887,4,Ach,JO-B,IPS_pr01-2,,2.724358974,,
720575940632303807,720575940616612313,1,Ach,WED_pr01-1,WED_pr01-1,4.269230769,4.21474359,,
720575940622577336,720575940618066415,2,Ach,B1-5,B1-3,2.939102564,2.817307692,,
720575940622529574,720575940616612313,1,Ach,WED_pr01-1,WED_pr01-1,4.083333333,4.21474359,,
720575940622065432,720575940623322877,5,GABA,AVLP_pr01-1,WV-WV-1,2.592948718,3.176282051,,2.711538462
720575940615503249,720575940616633925,6,GLUT,aPN3,B1-5,5.041666667,2.833333333,,
720575940619969227,720575940625483962,1,Ach,JO-B,B1-6,,3.016025641,,
720575940618758753,720575940609927653,57,Ach,B1-2,WED-VLP-2,3.743589744,3.560897436,,
720575940633044634,720575940634126949,15,GABA,WED_pr02,WED-VLP-2,3.096153846,3.333333333,,
720575940614752395,720575940638095293,1,GABA,vpoIN-1,pC2lb,5.53525641,4.929487179,5.360897436,4.946714744
720575940634877850,720575940625887631,32,Ach,B1-5,WED_pr02,3.028846154,3.516025641,,
720575940636679989,720575940633040097,4,Ach,B1-2,SAD_pr02,2.435897436,2.987179487,,
720575940620731631,720575940626228329,10,Ach,B1-5,WED_pr01-1,3.048076923,4.25,,
720575940605755424,720575940628159081,7,Ach,JO-B,JO-B,,,,
720575940631631564,720575940626228329,5,Ach,B1-5,WED_pr01-1,3.240384615,4.25,,
720575940618342966,720575940612078511,1,GABA,WV-WV-2,WED_pr02,3.355769231,3.317307692,,
720575940626741265,720575940621540586,5,Ach,JO-B,WED_pr02,,3.445512821,,
720575940616121408,720575940609513841,7,GABA,WED_pr02,WV-WV-4,3.378205128,3.467948718,,3.227564103
720575940636705502,720575940634709872,6,GABA,vpoIN-3,AVLP_pr31,3.916666667,4.375,3.921474359,4.337873932
720575940632764883,720575940620356557,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.448717949,5.237179487,5.376371083,
720575940622097959,720575940629954724,36,Ach,B1-1,WED-VLP-1,5.0,3.272435897,,
720575940609513841,720575940620859886,5,GABA,WV-WV-4,SAD_pr02,3.467948718,3.291666667,3.227564103,
720575940613034602,720575940617034398,2,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.278846154,5.310897436,,
720575940635282910,720575940622838154,3,Ach,B1-4,GF,2.560897436,3.179487179,,
720575940620422938,720575940622254375,3,Ach,JO-B,B1-2,,2.246794872,,
720575940621717469,720575940616313942,22,GABA,WV-WV-3,A1,2.846153846,3.939102564,,
720575940640507763,720575940620835327,4,GABA,WED_pr02,WV-WV-2,3.573717949,3.724358974,,
720575940612523571,720575940631922969,7,Ach,B1-2,WED-VLP-1,2.387820513,3.054487179,,
720575940630749523,720575940618342966,4,GABA,WED_pr02,WV-WV-2,3.5,3.355769231,,
720575940622123981,720575940632649567,15,GABA,WV-WV-1,WED-VLP-2,2.326923077,3.448717949,,
720575940620859886,720575940627142666,3,GABA,SAD_pr02,JO-A,3.291666667,,,
720575940615930299,720575940624087283,3,GABA,WED_pr02,B1-5,3.608974359,3.141025641,,
720575940635330204,720575940627174247,9,GABA,WV-WV-1,WED-VLP-1,2.631410256,3.310897436,,
720575940612409885,720575940629065154,5,Ach,JO-B,B2,,2.21474359,,
720575940614840891,720575940620835327,4,Ach,B1-3,WV-WV-2,2.541666667,3.724358974,,
720575940612409885,720575940634701407,10,Ach,JO-B,B1-7,,2.487179487,,
720575940628267264,720575940644968302,3,GABA,WED_pr02,AVLP_pr23,3.445512821,3.144230769,,3.192307692
720575940610558357,720575940631179807,1,GABA,AVLP_pr02,pC2lb,4.179487179,4.817307692,,
720575940633044634,720575940622254375,8,GABA,WED_pr02,B1-2,3.096153846,2.246794872,,
720575940632649697,720575940627174247,22,Ach,A2,WED-VLP-1,2.317307692,3.310897436,,
720575940624704393,720575940620835327,3,Ach,B1-3,WV-WV-2,2.509615385,3.724358974,,
720575940632715359,720575940633044634,21,Ach,B1-2,WED_pr02,3.596153846,3.096153846,,
720575940617197057,720575940634606693,5,GABA,SAD_pr02,B1-7,3.022435897,2.208333333,,3.024906517
720575940620516846,720575940646341486,2,Ach,JO-B,B1-6,,3.185897436,,
720575940614544582,720575940632649697,1,Ach,JO-A,A2,,2.317307692,,
720575940621791664,720575940638214461,10,Ach,JO-A,A2,,2.298076923,,2.304487179
720575940621800798,720575940626228329,12,Ach,B1-5,WED_pr01-1,3.477564103,4.25,,
720575940642897312,720575940609648395,8,Ach,JO-B,B1-u,,2.5,,
720575940630258003,720575940609513841,10,GABA,WED_pr02,WV-WV-4,3.403846154,3.467948718,,3.227564103
720575940620422938,720575940614840891,20,Ach,JO-B,B1-3,,2.541666667,,
720575940621043753,720575940611864243,2,Ach,B1-5,B1-5,3.147435897,3.365384615,,
720575940632385943,720575940626793831,1,Ach,vpoEN,pC2lb,3.746794872,4.945512821,,
720575940620622785,720575940616809401,7,Ach,JO-B,B1-1,,2.141025641,,
720575940628244064,720575940617431325,3,GLUT,aPN3,B1-4,5.096153846,2.884615385,4.993589744,2.766254579
720575940629989879,720575940610116581,8,Ach,JO-B,IPS_pr02,,3.403846154,,3.355769231
720575940612801022,720575940619615770,1,GABA,GNG_pr01-2,GNG_pr01-2,4.673076923,4.823717949,,4.933760684
720575940642412941,720575940621148660,31,Ach,B1-2,WV-WV-2,3.221153846,3.394230769,,
720575940615723077,720575940618409797,1,Ach,B1-5,B1-5,2.573717949,3.051282051,3.178858481,
720575940602914988,720575940632385943,47,GABA,AVLP_pr01-1,vpoEN,2.621794872,3.746794872,,
720575940628846966,720575940628467462,3,GABA,SAD_pr02,JO-B,3.051282051,,,
720575940634299071,720575940622591049,1,GABA,WED_pr02,JO-A,3.243589744,,,
720575940605214636,720575940632649697,10,GABA,WV-WV-3,A2,2.53525641,2.317307692,,
720575940632649697,720575940625345328,11,Ach,A2,WV-WV-2,2.317307692,2.996794872,,
720575940618833840,720575940632670434,39,Ach,WED-VLP-1,AVLP_pr01-2,3.314102564,4.0,,
720575940616121408,720575940619415679,6,GABA,WED_pr02,vpoEN,3.378205128,3.641025641,,3.688301282
720575940624562618,720575940607188036,5,Ach,JO-B,B1-1,,2.108974359,,
720575940616804806,720575940612153086,1,Ach,B1-5,B1-6,3.496794872,3.125,,4.153846154
720575940627453778,720575940619942859,13,Ach,JO-B,B1-1,,2.060897436,,
720575940611864243,720575940631631564,8,Ach,B1-5,B1-5,3.365384615,3.240384615,,
720575940610236740,720575940632649697,7,Ach,JO-A,A2,,2.317307692,,
720575940617517661,720575940607188036,3,Ach,JO-B,B1-1,,2.108974359,,
720575940616313942,720575940618522433,4,inconclusive,A1,A1,3.939102564,3.730769231,,
720575940634877850,720575940621558762,6,Ach,B1-5,WED_pr01-1,3.028846154,4.16025641,,
720575940621148660,720575940616211013,27,GABA,WV-WV-2,WED_pr02,3.394230769,3.564102564,,
720575940614840891,720575940625345328,8,Ach,B1-3,WV-WV-2,2.541666667,2.996794872,,
720575940637418549,720575940624571116,9,Ach,JO-A,SAD_pr01,,2.384615385,,2.352564103
720575940605095346,720575940635330204,4,GABA,WV-WV-2,WV-WV-1,3.544871795,2.631410256,3.419337607,
720575940613783038,720575940635330204,14,Ach,JO-B,WV-WV-1,,2.631410256,,
720575940612146174,720575940611674265,3,Ach,B1-2,WED_pr02,2.663461538,3.128205128,,
720575940607188036,720575940616809401,1,Ach,B1-1,B1-1,2.108974359,2.141025641,,
720575940638256949,720575940614310802,5,Ach,JO-A,B1-4,,2.708333333,,
720575940618409797,720575940611864243,1,Ach,B1-5,B1-5,3.051282051,3.365384615,,
720575940603636913,720575940618342966,5,Ach,B1-3,WV-WV-2,2.833333333,3.355769231,,
720575940630057979,720575940632522848,1,Ach,pC2la,pC2la,5.586538462,5.669871795,,
720575940632829507,720575940605214636,6,Ach,B1-6,WV-WV-3,3.141025641,2.53525641,,
720575940614633867,720575940621558762,5,Ach,B1-4,WED_pr01-1,2.666666667,4.16025641,,
720575940614310802,720575940618522433,8,Ach,B1-4,A1,2.708333333,3.730769231,,
720575940607188036,720575940616121408,14,Ach,B1-1,WED_pr02,2.108974359,3.378205128,,
720575940611674265,720575940610077026,6,GABA,WED_pr02,B1-2,3.128205128,3.105769231,,
720575940644252951,720575940623437180,2,Ach,AVLP_pr36/asp10a-2,AVLP_pr36/asp10a-2,5.378205128,5.102564103,,
720575940617457881,720575940606010569,4,Ach,JO-B,B1-3,,2.717948718,,
720575940619405812,720575940616211013,6,Ach,B1-3,WED_pr02,2.653846154,3.564102564,,
720575940618066415,720575940606743170,41,Ach,B1-3,WED_pr02,2.817307692,3.397435897,,
720575940624087283,720575940624314468,1,Ach,B1-5,WED_pr01-1,3.141025641,4.019230769,,
720575940622065432,720575940627538947,3,GABA,AVLP_pr01-1,JO-A,2.592948718,,,
720575940605308082,720575940603636913,9,GABA,WED_pr02,B1-3,3.362179487,2.833333333,,
720575940604445868,720575940617034398,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.365384615,5.310897436,,
720575940622123981,720575940605095346,1,GABA,WV-WV-1,WV-WV-2,2.326923077,3.544871795,,3.419337607
720575940619415679,720575940640176848,2,Ach,vpoEN,pC2lb,3.641025641,4.871794872,3.688301282,
720575940619969227,720575940612523571,5,Ach,JO-B,B1-2,,2.387820513,,
720575940616336245,720575940606010569,1,Ach,JO-B,B1-3,,2.717948718,,
720575940620012253,720575940622004106,103,GABA,B2,B1-7,2.644230769,2.358974359,,
720575940624704393,720575940605308082,12,Ach,B1-3,WED_pr02,2.509615385,3.362179487,,
720575940632649697,720575940638214461,3,Ach,A2,A2,2.317307692,2.298076923,,2.304487179
720575940611674265,720575940638214461,10,GABA,WED_pr02,A2,3.128205128,2.298076923,,2.304487179
720575940621339686,720575940616748756,21,Ach,B1-6,aPN3,5.054487179,5.038461538,,
720575940626562570,720575940641400224,4,Ach,B1-1,WED-VLP-1,3.935897436,3.246794872,2.127747253,
720575940618066415,720575940620581748,6,Ach,B1-3,WED_pr02,2.817307692,3.439102564,,
720575940637834301,720575940613034602,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.054487179,5.278846154,,
720575940630277175,720575940625345328,4,Ach,B1-5,WV-WV-2,3.176282051,2.996794872,,
720575940638214461,720575940634571383,4,Ach,A2,WV-WV-2,2.298076923,3.5,2.304487179,
720575940632385943,720575940628542807,2,Ach,vpoEN,vpoIN-1,3.746794872,5.596153846,,
720575940603186790,720575940629283659,6,Ach,WED-VLP-1,AVLP_pr01-1,3.314102564,2.682692308,,
720575940625778428,720575940616313942,23,GABA,GNG_pr01-1,A1,5.413461538,3.939102564,,
720575940620931348,720575940619675712,1,Ach,pC2la,pC2la,5.038461538,5.83974359,,
720575940612146174,720575940635981742,73,Ach,B1-2,WED_pr02,2.663461538,3.378205128,,
720575940610116581,720575940622004106,12,GABA,IPS_pr02,B1-7,3.403846154,2.358974359,3.355769231,
720575940632022888,720575940635330204,6,Ach,JO-A,WV-WV-1,,2.631410256,,
720575940611277293,720575940635330204,15,Ach,B1-1,WV-WV-1,2.092948718,2.631410256,,
720575940624167093,720575940605214636,28,Ach,JO-A,WV-WV-3,,2.53525641,,
720575940634178656,720575940646400644,5,Ach,JO-B,B1-5,,2.445512821,,
720575940611401709,720575940625295339,3,Ach,pC2lb,pMN1,4.875,5.243589744,,5.233974359
720575940621540586,720575940632715359,7,GABA,WED_pr02,B1-2,3.445512821,3.596153846,,
720575940617884736,720575940622123981,27,GABA,SAD_pr02,WV-WV-1,2.147435897,2.326923077,,
720575940612001489,720575940616313942,17,inconclusive,A1,A1,3.746794872,3.939102564,,
720575940621148660,720575940605308082,22,GABA,WV-WV-2,WED_pr02,3.394230769,3.362179487,,
720575940624571116,720575940626726021,8,GABA,SAD_pr01,JO-B,2.384615385,,2.352564103,
720575940631153194,720575940603533246,4,Ach,AVLP_pr23,WV-WV-3,3.240384615,2.778846154,,
720575940625345328,720575940644968302,1,GABA,WV-WV-2,AVLP_pr23,2.996794872,3.144230769,,3.192307692
720575940609832410,720575940621558762,2,Ach,B1-5,WED_pr01-1,4.240384615,4.16025641,,
720575940638095293,720575940624662508,1,Ach,pC2lb,AVLP_pr36/asp10a-1,4.929487179,5.625,4.946714744,
720575940612418483,720575940646400644,29,Ach,JO-B,B1-5,,2.445512821,,
720575940612523571,720575940610358990,2,Ach,B1-2,B1-2,2.387820513,2.448717949,,
720575940617034398,720575940636471408,5,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.310897436,5.490384615,,
720575940638214461,720575940635330204,2,Ach,A2,WV-WV-1,2.298076923,2.631410256,2.304487179,
720575940621308341,720575940619590081,15,Ach,WED-VLP-1,AVLP_pr31,3.272435897,4.304487179,,
720575940637410394,720575940621447077,29,GABA,WED_pr02,WED-VLP-1,3.147435897,3.224358974,,
720575940634414959,720575940628356358,1,Ach,JO-A,JO-A,,,,
720575940604201830,720575940605214636,6,GABA,WV-WV-3,WV-WV-3,2.41025641,2.53525641,,
720575940626693894,720575940627263375,14,Ach,JO-B,B1-4,,2.766025641,,
720575940625146122,720575940619785566,24,Ach,A2,WED-VLP-1,2.291666667,3.041666667,,
720575940628016983,720575940623621157,2,Ach,B1-5,WED_pr01-1,3.615384615,4.256410256,,4.180128205
720575940616633925,720575940635282910,9,Ach,B1-5,B1-4,2.833333333,2.560897436,,
720575940638095293,720575940613034602,3,Ach,pC2lb,AVLP_pr36/asp10a-1,4.929487179,5.278846154,4.946714744,
720575940615930299,720575940624087283,2,GABA,WED_pr02,B1-5,3.608974359,3.141025641,,
720575940622254375,720575940633044634,12,Ach,B1-2,WED_pr02,2.246794872,3.096153846,,
720575940626257736,720575940613311151,1,Ach,JO-B,B2,,2.298076923,,
720575940613924271,720575940627235386,23,Ach,JO-B,B1-u,,2.381410256,,
720575940622123981,720575940634126478,1,GABA,WV-WV-1,WED-VLP-2,2.326923077,3.346153846,,
720575940629269630,720575940610358990,2,Ach,JO-B,B1-2,,2.448717949,,
720575940629283659,720575940610558357,5,GABA,AVLP_pr01-1,AVLP_pr02,2.682692308,4.179487179,,
720575940633057943,720575940639811469,4,Ach,JO-A,WV-WV-3,,2.78525641,,2.675824176
720575940621340429,720575940639811469,8,Ach,JO-A,WV-WV-3,,2.78525641,,2.675824176
720575940623725972,720575940620356545,1,Ach,pC2lb,pC1d,4.830128205,5.689102564,,5.790064103
720575940620356545,720575940646518382,1,Ach,pC1d,pC1d,5.689102564,5.891025641,5.790064103,
720575940643912608,720575940617431325,10,Ach,JO-B,B1-4,,2.884615385,,2.766254579
720575940618475101,720575940621431492,1,Ach,pC2lb,pC2la,5.131410256,5.762820513,,
720575940636990005,720575940625984528,5,Ach,JO-B,B2,,2.150641026,,
720575940618342966,720575940628267264,11,GABA,WV-WV-2,WED_pr02,3.355769231,3.445512821,,
720575940636679989,720575940621148660,21,Ach,B1-2,WV-WV-2,2.435897436,3.394230769,,
720575940630785388,720575940615723077,10,Ach,JO-B,B1-5,,2.573717949,,3.178858481
720575940618522433,720575940631693610,9,inconclusive,A1,A1,3.730769231,3.823717949,,3.896367521
720575940624704393,720575940644968302,5,Ach,B1-3,AVLP_pr23,2.509615385,3.144230769,,3.192307692
720575940619415679,720575940625295339,1,Ach,vpoEN,pMN1,3.641025641,5.243589744,3.688301282,5.233974359
720575940620758221,720575940625345328,2,Ach,B1-2,WV-WV-2,3.903846154,2.996794872,,
720575940625345328,720575940611988391,4,GABA,WV-WV-2,B1-7,2.996794872,2.746794872,,
720575940615723077,720575940612078511,21,Ach,B1-5,WED_pr02,2.573717949,3.317307692,3.178858481,
720575940635330204,720575940621148660,1,GABA,WV-WV-1,WV-WV-2,2.631410256,3.394230769,,
720575940627642818,720575940616611382,13,GABA,AVLP_pr01-2,WED-VLP-1,3.823717949,3.176282051,,
720575940609996773,720575940627496829,4,Ach,AVLP_pr36/asp10a-1,pMN2,5.407051282,5.391025641,,
720575940623587780,720575940632649697,6,Ach,JO-A,A2,,2.317307692,,
720575940621148660,720575940621540586,6,GABA,WV-WV-2,WED_pr02,3.394230769,3.445512821,,
720575940630659446,720575940608524224,6,GABA,SAD_pr02,JO-B,2.637820513,,,
720575940623725972,720575940633300148,1,Ach,pC2lb,pC2lb,4.830128205,5.173076923,,
720575940634508174,720575940621308341,11,GABA,AVLP_pr01-1,WED-VLP-1,2.570512821,3.272435897,,
720575940627455621,720575940645497140,2,Ach,B1-5,SAD_pr02,3.615384615,4.048076923,,
720575940603903264,720575940611864243,21,GLUT,aPN3,B1-5,4.576923077,3.365384615,,
720575940613034602,720575940633300148,5,Ach,AVLP_pr36/asp10a-1,pC2lb,5.278846154,5.173076923,,
720575940616859622,720575940610077026,1,Ach,JO-B,B1-2,,3.105769231,,
720575940612078511,720575940615540841,8,GABA,WED_pr02,JO-B,3.317307692,,,
720575940640836660,720575940605214636,13,Ach,JO-B,WV-WV-3,,2.53525641,,
720575940606743170,720575940615723077,4,GABA,WED_pr02,B1-5,3.397435897,2.573717949,,3.178858481
720575940618409797,720575940611864243,1,Ach,B1-5,B1-5,3.051282051,3.365384615,,
720575940620356557,720575940620356545,3,Ach,AVLP_pr36/asp10a-1,pC1d,5.237179487,5.689102564,,5.790064103
720575940629350394,720575940630603091,4,Ach,JO-B,B1-2,,2.477564103,,
720575940646518382,720575940629244357,2,Ach,pC1d,AVLP_pr36/asp10a-1,5.891025641,5.320512821,,
720575940617110306,720575940627235386,19,Ach,JO-B,B1-u,,2.381410256,,
720575940613956767,720575940644488727,6,Ach,JO-B,SAD_pr01,,2.320512821,,
720575940631200327,720575940618522433,17,inconclusive,A1,A1,4.294871795,3.730769231,,
720575940623725972,720575940615592409,1,Ach,pC2lb,AVLP_pr36/asp10a-1,4.830128205,5.182692308,,
720575940644488727,720575940624065724,2,GABA,SAD_pr01,JO-B,2.320512821,,,
720575940624571116,720575940644968302,2,GABA,SAD_pr01,AVLP_pr23,2.384615385,3.144230769,2.352564103,3.192307692
720575940624795017,720575940623322877,13,Ach,B1-u,WV-WV-1,3.201923077,3.176282051,3.557692308,2.711538462
720575940625683176,720575940619784453,55,Ach,B1-1,WED-VLP-1,4.240384615,3.310897436,,
720575940612585577,720575940613380914,6,Ach,JO-B,B1-4,,2.743589744,,
720575940616313942,720575940618522433,6,inconclusive,A1,A1,3.939102564,3.730769231,,
720575940632303807,720575940623621157,1,Ach,WED_pr01-1,WED_pr01-1,4.269230769,4.256410256,,4.180128205
720575940616121408,720575940609513841,6,GABA,WED_pr02,WV-WV-4,3.378205128,3.467948718,,3.227564103
720575940630603091,720575940621148660,1,Ach,B1-2,WV-WV-2,2.477564103,3.394230769,,
720575940616612025,720575940617884736,8,Ach,JO-B,SAD_pr02,,2.147435897,,
720575940614840891,720575940621148660,19,Ach,B1-3,WV-WV-2,2.541666667,3.394230769,,
720575940629687824,720575940625778428,2,GABA,GNG_pr01-1,GNG_pr01-1,5.205128205,5.413461538,5.061298077,
720575940619694512,720575940618392912,14,Ach,JO-A,B1-5,,2.637820513,,
720575940615041064,720575940617884736,2,Ach,JO-A,SAD_pr02,,2.147435897,,
720575940630820347,720575940624704393,8,Ach,JO-B,B1-3,,2.509615385,,
720575940627939177,720575940635330204,1,GABA,SAD_pr02,WV-WV-1,3.830128205,2.631410256,,
720575940629244357,720575940619486891,4,Ach,AVLP_pr36/asp10a-1,pMN1,5.320512821,5.224358974,,
720575940609843865,720575940635330204,13,Ach,B1-1,WV-WV-1,4.378205128,2.631410256,,
720575940614310802,720575940632499757,1,Ach,B1-4,GF,2.708333333,3.467948718,,3.323717949
720575940627778393,720575940618409797,10,Ach,JO-B,B1-5,,3.051282051,,
720575940620931348,720575940640992731,2,Ach,pC2la,pC2la,5.038461538,5.333333333,,
720575940614310802,720575940631693610,2,Ach,B1-4,A1,2.708333333,3.823717949,,3.896367521
720575940612418483,720575940618524481,5,Ach,JO-B,B1-u,,2.272435897,,
720575940635403230,720575940626793831,1,Ach,vpoEN,pC2lb,3.625,4.945512821,,
720575940608457483,720575940632945177,20,Ach,JO-A,WV-WV-3,,2.326923077,,
720575940625887631,720575940615930299,7,GABA,WED_pr02,WED_pr02,3.516025641,3.608974359,,
720575940607371076,720575940635330204,9,Ach,B1-2,WV-WV-1,3.378205128,2.631410256,,
720575940616859622,720575940610077026,4,Ach,JO-B,B1-2,,3.105769231,,
720575940633044634,720575940635330204,22,GABA,WED_pr02,WV-WV-1,3.096153846,2.631410256,,
720575940613304883,720575940602914988,5,Ach,JO-A,AVLP_pr01-1,,2.621794872,,
720575940622123981,720575940635330204,1,GABA,WV-WV-1,WV-WV-1,2.326923077,2.631410256,,
720575940631200327,720575940616313942,13,inconclusive,A1,A1,4.294871795,3.939102564,,
720575940616313942,720575940634317724,1,inconclusive,A1,AVLP/PVLP_pr01-2,3.939102564,4.320512821,,
720575940630258003,720575940631153194,5,GABA,WED_pr02,AVLP_pr23,3.403846154,3.240384615,,
720575940614310802,720575940612001489,2,Ach,B1-4,A1,2.708333333,3.746794872,,
720575940629350394,720575940634877850,3,Ach,JO-B,B1-5,,3.028846154,,
720575940620386981,720575940624704393,1,Ach,JO-B,B1-3,,2.509615385,,
720575940629199146,720575940627496829,11,GABA,vpoIN-1,pMN2,5.628205128,5.391025641,,
720575940628159081,720575940622004106,5,Ach,JO-B,B1-7,,2.358974359,,
720575940625624464,720575940619405812,8,Ach,JO-B,B1-3,,2.653846154,,
720575940619941067,720575940607188036,6,Ach,JO-B,B1-1,,2.108974359,,
720575940604445868,720575940622304243,6,Ach,AVLP_pr36/asp10a-1,PVLP_pr03-2,5.365384615,5.935897436,,
720575940621870576,720575940638214461,2,Ach,JO-A,A2,,2.298076923,,2.304487179
720575940625984528,720575940654117025,13,GABA,B2,B1-3,2.150641026,2.483974359,,
720575940630816569,720575940635330204,10,Ach,JO-B,WV-WV-1,,2.631410256,,
720575940628267264,720575940635330204,27,GABA,WED_pr02,WV-WV-1,3.445512821,2.631410256,,
720575940642442893,720575940606332629,6,Ach,JO-B,B1-1,,2.141025641,,
720575940623256202,720575940623725972,12,GABA,vpoIN-1,pC2lb,5.493589744,4.830128205,,
720575940607371076,720575940632649567,2,Ach,B1-2,WED-VLP-2,3.378205128,3.448717949,,
720575940609513841,720575940632649697,5,GABA,WV-WV-4,A2,3.467948718,2.317307692,3.227564103,
720575940619405812,720575940633040097,7,Ach,B1-3,SAD_pr02,2.653846154,2.987179487,,
720575940629275180,720575940622778820,10,Ach,JO-B,B1-7,,2.269230769,,
720575940612146174,720575940621148660,7,Ach,B1-2,WV-WV-2,2.663461538,3.394230769,,
720575940620581748,720575940642412941,11,GABA,WED_pr02,B1-2,3.439102564,3.221153846,,
720575940630659446,720575940625910714,8,GABA,SAD_pr02,JO-B,2.637820513,,,
720575940618066415,720575940615723077,1,Ach,B1-3,B1-5,2.817307692,2.573717949,,3.178858481
720575940618772719,720575940631968855,3,Ach,aPN2,IPS/WED_pr01,4.592948718,4.71474359,4.389880952,
720575940611335859,720575940622577336,5,GABA,SAD_pr02,B1-5,3.096153846,2.939102564,,
720575940604839200,720575940634571383,3,Ach,B1-2,WV-WV-2,2.423076923,3.5,,
720575940620356557,720575940627719294,1,Ach,AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,5.237179487,5.429487179,,
720575940634299071,720575940622969528,5,GABA,WED_pr02,WED-VLP-1,3.243589744,3.378205128,,
720575940612078511,720575940634829168,5,GABA,WED_pr02,vpoEN,3.317307692,3.740384615,,
720575940603903264,720575940613380914,22,GLUT,aPN3,B1-4,4.576923077,2.743589744,,
