Source,Target,Weight,nt_type,type_pre_baker,type_pre_lockwood,type_post_baker,type_post_lockwood
720575940627718394,720575940626793831,2,GABA,put_vpoIN,vpoIN-1,pC2lb,pC2lb
720575940622097959,720575940631922969,5,ACH,B1-1,B1-1,put_WED-VLP,WED-VLP-1
720575940635330204,720575940610358990,2,GABA,WV-WV-1,WV-WV-1,B1-2,B1-2
720575940622254375,720575940619942859,2,ACH,B1-2,B1-2,B1-1,B1-1
720575940629144906,720575940632499757,11,ACH,,AVLP/PVLP_pr01-2,GF,GF
720575940612647166,720575940605214636,9,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940610358990,720575940618342966,36,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940621540586,720575940611674265,4,GABA,put_WED_pr02,WED_pr02,put_WED_pr02,WED_pr02
720575940607059122,720575940629283659,1,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940623357675,720575940632499757,20,ACH,,JO-B,GF,GF
720575940627496829,720575940634866586,8,ACH,pMN2,pMN2,pC1e,pC1e
720575940639745085,720575940627263375,4,ACH,,JO-B,B1-4,B1-4
720575940616809401,720575940629954724,1,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940621791664,720575940617884736,1,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940615860061,720575940627263375,1,ACH,,JO-B,B1-4,B1-4
720575940625049945,720575940630603091,6,ACH,,JO-B,B1-2,B1-2
720575940619034806,720575940628846966,6,ACH,B1,B1-7,SAD_pr02,SAD_pr02
720575940608487772,720575940605214636,5,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940623587780,720575940635330204,9,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940630659446,720575940608487772,5,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940628267264,720575940612523571,4,GABA,WED_pr02,WED_pr02,B1-2,B1-2
720575940615408059,720575940623322877,12,ACH,B1,B1-u,WV-WV-1,WV-WV-1
720575940618475101,720575940633300148,1,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940616612025,720575940617884736,1,ACH,,JO-B,SAD_pr02,SAD_pr02
720575940608975371,720575940639811469,18,SER,,JO-A,WV-WV-3,WV-WV-3
720575940623301417,720575940621324996,3,ACH,,JO-B,sad_pr0,SAD_pr02
720575940632998136,720575940622123981,5,GABA,WED_pr02,WED_pr02,WV-WV-1,WV-WV-1
720575940635237727,720575940605214636,3,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940644057635,720575940620731631,2,SER,,JO-B,B1-5,B1-5
720575940630258003,720575940610638434,10,GABA,WED_pr02,WED_pr02,put_B1,B1-u
720575940610116581,720575940612409885,5,GABA,IPS_pr02,IPS_pr02,,JO-B
720575940640507763,720575940606743170,1,GABA,put_WED_pr02,WED_pr02,put_WED_pr02,WED_pr02
720575940623256202,720575940619486891,4,GABA,vpoIN,vpoIN-1,pMN1,pMN1
720575940625146122,720575940638214461,2,ACH,,A2,A2,A2
720575940606010569,720575940618342966,17,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940609691075,720575940624571116,12,ACH,,JO-A,,SAD_pr01
720575940629133071,720575940623322877,1,ACH,,A2,WV-WV-1,WV-WV-1
720575940618066415,720575940634877850,1,ACH,B1-3,B1-3,B1-5,B1-5
720575940606743170,720575940624704393,3,GABA,put_WED_pr02,WED_pr02,B1-3,B1-3
720575940623020263,720575940614018060,6,GLUT,,aPN3,IPS_pr02,IPS_pr02
720575940616804806,720575940622529574,21,ACH,B1-5,B1-5,WED_pr01,WED_pr01-1
720575940612418483,720575940619405812,11,ACH,,JO-B,B1-3,B1-3
720575940632764883,720575940620356557,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940629860089,720575940622123981,4,ACH,,JO-B,WV-WV-1,WV-WV-1
720575940621148660,720575940615930299,42,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940616211013,720575940603636913,10,GABA,WED_pr02,WED_pr02,B1-3,B1-3
720575940628267264,720575940629938487,1,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940638556998,720575940614644898,6,ACH,,JO-B,,JO-B
720575940633300148,720575940604445868,1,ACH,pC2lb,pC2lb,put_AVLP_pr36,AVLP_pr36/asp10a-1
720575940622254375,720575940622699196,31,ACH,B1-2,B1-2,WED-VLP-2,WED-VLP-2
720575940616121408,720575940625989904,41,GABA,put_WED_pr02,WED_pr02,WED-VLP-1,WED-VLP-1
720575940609934365,720575940627455621,3,ACH,,JO-B,B1-5,B1-5
720575940605214636,720575940612001489,41,GABA,WV-WV-3,WV-WV-3,A1,A1
720575940623304906,720575940607055061,5,ACH,put_WED-VLP,WED-VLP-1,AVLP_pr01,AVLP_pr01-3
720575940618066415,720575940605308082,32,ACH,B1-3,B1-3,put_WED_pr02,WED_pr02
720575940619405812,720575940616211013,5,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940605219500,720575940605214636,8,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940614847906,720575940618392912,4,ACH,,JO-B,B1-5,B1-5
720575940622254375,720575940604839200,5,ACH,B1-2,B1-2,B1-2,B1-2
720575940608457483,720575940638214461,4,ACH,,JO-A,A2,A2
720575940611597298,720575940622778820,13,GABA,B2,B2,B1,B1-7
720575940643903904,720575940621717469,9,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940640176848,720575940625295339,3,ACH,pC2lb,pC2lb,pMN1,pMN1
720575940620980323,720575940614310802,1,ACH,B1-4,B1-4,B1-4,B1-4
720575940619405812,720575940628267264,7,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940638636533,720575940630028359,8,ACH,,JO-B,B1,B1-7
720575940644319796,720575940640176848,2,GABA,AVLP_pr02,AVLP_pr02,pC2lb,pC2lb
720575940618851963,720575940635330204,1,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940629133071,720575940632157631,2,ACH,,A2,put_WED-VLP,WED-VLP-1
720575940641400224,720575940634299071,16,ACH,WED-VLP-1,WED-VLP-1,put_WED_pr02,WED_pr02
720575940615592409,720575940610653462,4,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,PVLP_pr03,PVLP_pr03-2
720575940634299071,720575940627410944,1,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940625887631,720575940615723077,9,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940605214636,720575940632499757,69,GABA,WV-WV-3,WV-WV-3,GF,GF
720575940635981742,720575940620835327,4,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940610077026,720575940634571383,17,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940610358990,720575940630258003,28,ACH,B1-2,B1-2,WED_pr02,WED_pr02
720575940624872179,720575940644968302,2,ACH,B1,B1-u,put_AVLP_pr23,AVLP_pr23
720575940635237727,720575940622577336,6,ACH,,JO-B,B1-5,B1-5
720575940621242025,720575940634571383,1,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940620745825,720575940635330204,6,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940638214461,720575940621717469,2,ACH,A2,A2,WV-WV-3,WV-WV-3
720575940625049945,720575940622838154,14,ACH,,JO-B,GF,GF
720575940629552170,720575940606919602,1,ACH,,aPN2,,aPN2
720575940615966943,720575940616313942,18,GABA,GNG_pr01,GNG_pr01-1,A1,A1
720575940629144906,720575940631693610,5,ACH,,AVLP/PVLP_pr01-2,A1,A1
720575940605308082,720575940625887631,2,GABA,put_WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940625866789,720575940613422860,18,ACH,,JO-B,B1,B1-7
720575940627778393,720575940613380914,8,ACH,,JO-B,B1-4,B1-4
720575940642412941,720575940635330204,16,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940624795017,720575940635054072,1,ACH,B1,B1-u,put_B1,B1-u
720575940631153194,720575940631693610,5,ACH,AVLP_pr23,AVLP_pr23,A1,A1
720575940630820347,720575940612146174,7,ACH,,JO-B,B1-2,B1-2
720575940607188036,720575940623322877,42,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940611388141,720575940603903264,4,ACH,B1,B1-6,,aPN3
720575940619688688,720575940615592409,2,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940617197057,720575940605214636,3,GABA,SAD_pr02,SAD_pr02,WV-WV-3,WV-WV-3
720575940616413509,720575940611988391,1,ACH,,JO-B,B1,B1-7
720575940630820347,720575940627410944,6,ACH,,JO-B,B1-2,B1-2
720575940617431325,720575940635330204,1,ACH,B1-4,B1-4,WV-WV-1,WV-WV-1
720575940627957719,720575940611674265,56,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940632522848,720575940630057979,2,ACH,pC2la,pC2la,pC2la,pC2la
720575940636471408,720575940628538732,5,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-1,put_PVLP_pr03,PVLP_pr03-2
720575940611674265,720575940609927141,8,GABA,put_WED_pr02,WED_pr02,WED-VLP-1,WED-VLP-1
720575940603533246,720575940632945177,1,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940619415679,720575940618475101,1,ACH,,vpoEN,pC2lb,pC2lb
720575940618599277,720575940623292713,5,ACH,B1-4,B1-4,put_SAD_pr02,SAD_pr02
720575940619942859,720575940616809401,2,ACH,B1-1,B1-1,B1-1,B1-1
720575940618522433,720575940631693610,1,ACH,A1,A1,A1,A1
720575940630637330,720575940636533574,3,GABA,PVLP_pr03,PVLP_pr03-1,PVLP_pr03,PVLP_pr03-1
720575940637612095,720575940629552170,5,ACH,,JO-B,,aPN2
720575940638095293,720575940637175349,1,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940635547113,720575940623322877,43,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940614633867,720575940621717469,13,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940625624464,720575940616809401,1,ACH,,JO-B,B1-1,B1-1
720575940609513841,720575940638214461,1,GABA,WV-WV-3,WV-WV-4,A2,A2
720575940633300148,720575940615592409,3,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940636679989,720575940644968302,1,ACH,B1-2,B1-2,put_AVLP_pr23,AVLP_pr23
720575940631179807,720575940626793831,5,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940612338674,720575940608875703,6,GABA,put_SAD_pr02,SAD_pr02,,JO-B
720575940627027087,720575940620833974,1,ACH,,aPN2,,aPN2
720575940617534110,720575940631153194,1,ACH,,JO-A,AVLP_pr23,AVLP_pr23
720575940627263375,720575940618522433,14,ACH,B1-4,B1-4,A1,A1
720575940616809401,720575940634299071,2,ACH,B1-1,B1-1,put_WED_pr02,WED_pr02
720575940630916347,720575940611864243,2,ACH,,JO-B,B1-5,B1-5
720575940636679989,720575940618342966,5,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940623805159,720575940632829507,10,ACH,,JO-B,B1,B1-6
720575940630820347,720575940612523571,7,ACH,,JO-B,B1-2,B1-2
720575940610504750,720575940623113752,2,ACH,put_AVLP_pr11,AVLP_pr11,AVLP_pr04,AVLP_pr04
720575940644968302,720575940630087542,12,ACH,put_AVLP_pr23,AVLP_pr23,AVLP_pr02,AVLP_pr02
720575940635330204,720575940632649567,31,GABA,WV-WV-1,WV-WV-1,WED-VLP-2,WED-VLP-2
720575940636705502,720575940623725972,3,GABA,vpoIN,vpoIN-3,pC2lb,pC2lb
720575940629133071,720575940641400224,1,ACH,,A2,WED-VLP-1,WED-VLP-1
720575940612146174,720575940621717469,4,ACH,B1-2,B1-2,WV-WV-3,WV-WV-3
720575940627719294,720575940624273395,3,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,put_AVLP_pr12,AVLP_pr12
720575940616809401,720575940607188036,2,ACH,B1-1,B1-1,B1-1,B1-1
720575940630960325,720575940605095346,9,ACH,,JO-B,WV-WV-2,WV-WV-2
720575940624087283,720575940624314468,2,ACH,B1-5,B1-5,WED_pr01,WED_pr01-1
720575940606010569,720575940606743170,66,ACH,B1-3,B1-3,put_WED_pr02,WED_pr02
720575940637418549,720575940622838154,16,ACH,,JO-A,GF,GF
720575940611177586,720575940629065154,2,ACH,,JO-A,B2,B2
720575940605214636,720575940631153194,7,GABA,WV-WV-3,WV-WV-3,AVLP_pr23,AVLP_pr23
720575940620835327,720575940621148660,1,GABA,WV-WV-2,WV-WV-2,WV-WV-2,WV-WV-2
720575940637663662,720575940632499757,7,ACH,B1-4,B1-4,GF,GF
720575940614840891,720575940625345328,20,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940630258003,720575940613776962,3,GABA,WED_pr02,WED_pr02,,JO-B
720575940618758753,720575940635981742,2,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940628315232,720575940618409797,1,ACH,,JO-B,B1-5,B1-5
720575940621540586,720575940634571383,2,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940637813220,720575940646341486,1,ACH,,JO-B,B1,B1-6
720575940628256763,720575940623725972,4,GABA,vpoIN,vpoIN-2,pC2lb,pC2lb
720575940637663662,720575940612001489,36,ACH,B1-4,B1-4,A1,A1
720575940622123981,720575940632945177,4,GABA,WV-WV-1,WV-WV-1,WV-WV-3,WV-WV-3
720575940638095293,720575940602120928,5,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940608457483,720575940631153194,5,ACH,,JO-A,AVLP_pr23,AVLP_pr23
720575940605095346,720575940618342966,2,GABA,WV-WV-2,WV-WV-2,WV-WV-2,WV-WV-2
720575940632945177,720575940606336213,4,GABA,WV-WV-3,WV-WV-3,B1-4,B1-4
720575940628356358,720575940604201830,2,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940625778428,720575940618522433,8,GABA,GNG_pr01,GNG_pr01-1,A1,A1
720575940642442893,720575940606332629,1,ACH,,JO-B,B1-1,B1-1
720575940630744019,720575940635330204,8,ACH,put_WED-VLP,WED-VLP-2,WV-WV-1,WV-WV-1
720575940619415679,720575940638095293,1,ACH,,vpoEN,pC2lb,pC2lb
720575940610236740,720575940644968302,4,ACH,,JO-A,put_AVLP_pr23,AVLP_pr23
720575940621148660,720575940635330204,4,GABA,WV-WV-2,WV-WV-2,WV-WV-1,WV-WV-1
720575940632385943,720575940633300148,1,ACH,,vpoEN,pC2lb,pC2lb
720575940633300148,720575940629244357,2,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940620195719,720575940635330204,10,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940629316152,720575940624875018,1,GABA,put_IPS_pr01,IPS_pr01-2,WED_pr01,WED_pr01-1
720575940638256949,720575940627201579,3,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940625466387,720575940621043753,4,GLUT,,aPN3,B1-5,B1-5
720575940633044634,720575940612146174,6,GABA,WED_pr02,WED_pr02,B1-2,B1-2
720575940630258003,720575940623547685,1,GABA,WED_pr02,WED_pr02,WED-VLP-1,WED-VLP-1
720575940638095293,720575940630057979,1,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940620012253,720575940622004106,63,GABA,B2,B2,B1,B1-7
720575940603636913,720575940620581748,9,ACH,B1-3,B1-3,put_WED_pr02,WED_pr02
720575940626257736,720575940619942859,21,ACH,,JO-B,B1-1,B1-1
720575940615592409,720575940625295339,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pMN1,pMN1
720575940619783518,720575940641359776,8,GABA,AVLP_pr01,AVLP_pr01-1,WED-VLP-1,WED-VLP-1
720575940636679989,720575940634571383,1,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940620910774,720575940608457483,2,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940604445868,720575940613034602,1,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940625146122,720575940641545888,8,ACH,,A2,WV-WV-3,WV-WV-4
720575940610638434,720575940624872179,3,ACH,put_B1,B1-u,B1,B1-u
720575940635330204,720575940630223052,4,GABA,WV-WV-1,WV-WV-1,B1-1,B1-1
720575940614280554,720575940624571116,18,SER,,JO-A,,SAD_pr01
720575940614310802,720575940627201579,1,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940635981742,720575940620835327,1,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940644319796,720575940633300148,1,GABA,AVLP_pr02,AVLP_pr02,pC2lb,pC2lb
720575940620012253,720575940634877850,37,GABA,B2,B2,B1-5,B1-5
720575940628837650,720575940620356545,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC1d,pC1d
720575940628356358,720575940611335859,1,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940612407581,720575940614018060,24,ACH,,JO-B,IPS_pr02,IPS_pr02
720575940615723077,720575940634571383,5,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940641545888,720575940631153194,2,GABA,WV-WV-3,WV-WV-4,AVLP_pr23,AVLP_pr23
720575940629552170,720575940606919602,1,ACH,,aPN2,,aPN2
720575940602914988,720575940638214461,18,GABA,AVLP_pr01,AVLP_pr01-1,A2,A2
720575940633301217,720575940617431325,8,ACH,,JO-B,B1-4,B1-4
720575940613380914,720575940627201579,5,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940619688688,720575940615592409,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940630223052,720575940635330204,14,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940604201830,720575940631693610,2,GABA,WV-WV-3,WV-WV-3,A1,A1
720575940616211013,720575940631631564,4,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940632649697,720575940625345328,9,ACH,A2,A2,WV-WV-2,WV-WV-2
720575940622295585,720575940635330204,1,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940635330204,720575940622123981,7,GABA,WV-WV-1,WV-WV-1,WV-WV-1,WV-WV-1
720575940631153194,720575940633044634,2,ACH,AVLP_pr23,AVLP_pr23,WED_pr02,WED_pr02
720575940630258003,720575940612001489,1,GABA,WED_pr02,WED_pr02,A1,A1
720575940632998136,720575940623233238,9,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940612409885,720575940628016983,1,ACH,,JO-B,B1-5,B1-5
720575940613934965,720575940625483962,10,ACH,,JO-B,B1,B1-6
720575940604054188,720575940632084705,3,ACH,,JO-B,B1,B1-7
720575940624878602,720575940624473918,2,ACH,B1,B1-u,WED_pr01,WED_pr01-1
720575940627442197,720575940603533246,4,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940610638434,720575940633044634,1,ACH,put_B1,B1-u,WED_pr02,WED_pr02
720575940635973989,720575940617882397,3,ACH,,JO-B,B1-5,B1-5
720575940637418549,720575940603533246,1,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940625887631,720575940634571383,12,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940626257736,720575940630223052,8,ACH,,JO-B,B1-1,B1-1
720575940637663662,720575940618522433,4,ACH,B1-4,B1-4,A1,A1
720575940643791304,720575940644488727,5,ACH,,JO-B,,SAD_pr01
720575940615592409,720575940612403427,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,vpoIN,vpoIN-1
720575940608457483,720575940622123981,20,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940628356358,720575940611335859,1,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940633044634,720575940624795017,2,GABA,WED_pr02,WED_pr02,B1,B1-u
720575940626228329,720575940621558762,10,ACH,WED_pr01,WED_pr01-1,put_WED_pr01,WED_pr01-1
720575940628315232,720575940611864243,6,ACH,,JO-B,B1-5,B1-5
720575940620076415,720575940625194014,3,GABA,put_vpoIN,vpoIN-2,put_AVLP_pr12,AVLP_pr12
720575940620322753,720575940634299071,2,ACH,,JO-A,put_WED_pr02,WED_pr02
720575940630467804,720575940636679989,5,ACH,,JO-B,B1-2,B1-2
720575940614332899,720575940637663662,1,ACH,,JO-A,B1-4,B1-4
720575940609843865,720575940603186790,9,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940607188036,720575940611277293,1,ACH,B1-1,B1-1,B1-1,B1-1
720575940621540586,720575940620835327,16,GABA,put_WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940621800798,720575940624314468,10,ACH,B1-5,B1-5,WED_pr01,WED_pr01-1
720575940613034602,720575940646518382,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC1d,pC1d
720575940612146174,720575940611674265,3,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940635330204,720575940612146174,5,GABA,WV-WV-1,WV-WV-1,B1-2,B1-2
720575940608432760,720575940614840891,4,GABA,SAD_pr02,SAD_pr02,B1-3,B1-3
720575940641400224,720575940603186790,6,ACH,WED-VLP-1,WED-VLP-1,WED-VLP-1,WED-VLP-1
720575940635981742,720575940630258003,9,GABA,put_WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940630258003,720575940621148660,2,GABA,WED_pr02,WED_pr02,WV-WV-2,WV-WV-2
720575940627195691,720575940621717469,15,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940636990005,720575940622004106,5,ACH,,JO-B,B1,B1-7
720575940618522433,720575940631693610,10,ACH,A1,A1,A1,A1
720575940620835327,720575940632998136,18,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940611401709,720575940610653462,3,ACH,pC2lb,pC2lb,PVLP_pr03,PVLP_pr03-2
720575940622123981,720575940620910774,2,GABA,WV-WV-1,WV-WV-1,SAD_pr02,SAD_pr02
720575940614927989,720575940637410394,1,ACH,,JO-A,WED_pr02,WED_pr02
720575940615592409,720575940617362772,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940645087511,720575940611277293,17,ACH,,JO-B,B1-1,B1-1
720575940621540586,720575940609927653,1,GABA,put_WED_pr02,WED_pr02,WED-VLP-2,WED-VLP-2
720575940640176848,720575940618475101,6,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940630258003,720575940634126478,9,GABA,WED_pr02,WED_pr02,WED-VLP-2,WED-VLP-2
720575940617534110,720575940629133071,7,ACH,,JO-A,,A2
720575940627957719,720575940644968302,12,ACH,B1-2,B1-2,put_AVLP_pr23,AVLP_pr23
720575940633044634,720575940630223052,1,GABA,WED_pr02,WED_pr02,B1-1,B1-1
720575940630344396,720575940619486891,2,ACH,pC2la,pC2la,pMN1,pMN1
720575940608457483,720575940638214461,18,ACH,,JO-A,A2,A2
720575940636471408,720575940630037073,1,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr12,AVLP_pr12
720575940626726021,720575940612146174,1,ACH,,JO-B,B1-2,B1-2
720575940637410394,720575940649911286,7,GABA,WED_pr02,WED_pr02,WED-VLP-1,WED-VLP-1
720575940618342966,720575940606743170,25,GABA,WV-WV-2,WV-WV-2,put_WED_pr02,WED_pr02
720575940626793831,720575940610653462,1,ACH,pC2lb,pC2lb,PVLP_pr03,PVLP_pr03-2
720575940620422413,720575940615723077,15,ACH,,JO-B,B1-5,B1-5
720575940635282910,720575940628846966,5,ACH,B1-4,B1-4,SAD_pr02,SAD_pr02
720575940620694015,720575940618833840,30,ACH,put_B1,B1-1,WED-VLP-1,WED-VLP-1
720575940624167093,720575940635330204,6,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940604445868,720575940630057979,3,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-1,pC2la,pC2la
720575940609816014,720575940607188036,2,ACH,,JO-B,B1-1,B1-1
720575940612078511,720575940624704393,7,GABA,put_WED_pr02,WED_pr02,B1-3,B1-3
720575940631425965,720575940634829168,22,GABA,AVLP_pr01,AVLP_pr01-1,,vpoEN
720575940603930046,720575940629552170,10,ACH,,aPN2,,aPN2
720575940617431325,720575940631693610,18,ACH,B1-4,B1-4,A1,A1
720575940607059122,720575940625345328,5,ACH,,JO-A,WV-WV-2,WV-WV-2
720575940632315473,720575940606010569,3,ACH,,JO-B,B1-3,B1-3
720575940630603091,720575940612078511,10,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940610739666,720575940604839200,7,ACH,,JO-B,B1-2,B1-2
720575940609673369,720575940634571383,1,ACH,B1-4,B1-4,WV-WV-2,WV-WV-2
720575940634228124,720575940622123981,4,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940611597298,720575940622778820,21,GABA,B2,B2,B1,B1-7
720575940614840891,720575940630258003,6,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940614544582,720575940632649697,17,ACH,,JO-A,A2,A2
720575940627538947,720575940621464344,2,ACH,,JO-A,,JO-A
720575940616804806,720575940612153086,1,ACH,B1-5,B1-5,B1,B1-6
720575940611864243,720575940627235386,1,ACH,B1-5,B1-5,B1,B1-u
720575940636910825,720575940625295339,3,ACH,pC2la,pC2la,pMN1,pMN1
720575940610236740,720575940621717469,19,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940604201830,720575940638256949,5,GABA,WV-WV-3,WV-WV-3,,JO-A
720575940623090446,720575940612418483,11,GABA,SAD_pr02,SAD_pr02,,JO-B
720575940617668537,720575940608035374,6,ACH,,JO-A,B1,B1-7
720575940623840589,720575940644488727,5,ACH,,JO-A,,SAD_pr01
720575940622577336,720575940615930299,29,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940619878485,720575940605214636,4,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940609832410,720575940617431325,1,ACH,B1-5,B1-5,B1-4,B1-4
720575940640713680,720575940630659446,7,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940620012253,720575940646400644,20,GABA,B2,B2,B1-5,B1-5
720575940637389534,720575940639811469,9,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940619508033,720575940635330204,23,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940622123981,720575940621447077,30,GABA,WV-WV-1,WV-WV-1,put_WED-VLP,WED-VLP-1
720575940619969227,720575940624872179,6,ACH,,JO-B,B1,B1-u
720575940617362772,720575940620424472,2,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr12,AVLP_pr12
720575940617534110,720575940620649641,1,ACH,,JO-A,,JO-A
720575940636990005,720575940614840891,10,ACH,,JO-B,B1-3,B1-3
720575940613034602,720575940641972384,4,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,put_AVLP_pr36,AVLP_pr36/asp10a-1
720575940614927989,720575940622123981,3,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940626242191,720575940628846966,7,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940615930299,720575940616804806,2,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940620076415,720575940628333788,3,GABA,put_vpoIN,vpoIN-2,AVLP_pr12,AVLP_pr12
720575940627714310,720575940615723077,4,ACH,,JO-B,B1-5,B1-5
720575940610621742,720575940645086999,2,ACH,,JO-B,,JO-B
720575940604805036,720575940618392912,5,ACH,,JO-B,B1-5,B1-5
720575940639970392,720575940624704393,3,ACH,,JO-B,B1-3,B1-3
720575940622946963,720575940644968302,23,ACH,,JO-B,put_AVLP_pr23,AVLP_pr23
720575940627410944,720575940634126949,25,ACH,B1-2,B1-2,WED-VLP-2,WED-VLP-2
720575940612403427,720575940638095293,1,GABA,vpoIN,vpoIN-1,pC2lb,pC2lb
720575940612615833,720575940615723077,1,ACH,,JO-B,B1-5,B1-5
