Source,Target,Weight,nt_type,type_pre_baker,type_pre_lockwood,type_post_baker,type_post_lockwood
720575940637410394,720575940610638434,12,GABA,WED_pr02,WED_pr02,put_B1,B1-u
720575940616804806,720575940632998136,44,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940630037073,720575940629244357,3,ACH,AVLP_pr12,AVLP_pr12,AVLP_pr36,AVLP_pr36/asp10a-1
720575940627235386,720575940605214636,6,ACH,B1,B1-u,WV-WV-3,WV-WV-3
720575940619942859,720575940634299071,2,ACH,B1-1,B1-1,put_WED_pr02,WED_pr02
720575940622552163,720575940629552170,5,ACH,,JO-B,,aPN2
720575940640843316,720575940605214636,3,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940624795017,720575940632649567,18,ACH,B1,B1-u,WED-VLP-2,WED-VLP-2
720575940638214461,720575940631153194,1,ACH,A2,A2,AVLP_pr23,AVLP_pr23
720575940634829168,720575940637834301,2,ACH,,vpoEN,AVLP_pr36,AVLP_pr36/asp10a-1
720575940609289284,720575940618342966,2,ACH,,JO-B,WV-WV-2,WV-WV-2
720575940622978823,720575940605214636,8,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940619940811,720575940635282910,4,ACH,,JO-B,B1-4,B1-4
720575940624795017,720575940631153194,7,ACH,B1,B1-u,AVLP_pr23,AVLP_pr23
720575940623725972,720575940630057979,1,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940641396078,720575940634701407,6,ACH,,JO-B,B1,B1-7
720575940623322877,720575940618342966,2,GABA,WV-WV-1,WV-WV-1,WV-WV-2,WV-WV-2
720575940625146122,720575940638214461,2,ACH,,A2,A2,A2
720575940614927989,720575940622123981,26,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940625194558,720575940618522433,2,GABA,PVLP_pr03,PVLP_pr03-3,A1,A1
720575940642063245,720575940629133071,4,ACH,,JO-A,,A2
720575940622960422,720575940622004106,1,ACH,,JO-B,B1,B1-7
720575940632945177,720575940639241279,1,GABA,WV-WV-3,WV-WV-3,B1-4,B1-4
720575940624704393,720575940635330204,3,ACH,B1-3,B1-3,WV-WV-1,WV-WV-1
720575940615222201,720575940618392912,5,ACH,,JO-B,B1-5,B1-5
720575940631179807,720575940630344396,1,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940632649697,720575940621447077,52,ACH,A2,A2,put_WED-VLP,WED-VLP-1
720575940633057943,720575940632945177,7,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940641400224,720575940635330204,5,ACH,WED-VLP-1,WED-VLP-1,WV-WV-1,WV-WV-1
720575940639811469,720575940622838154,24,GABA,WV-WV-3,WV-WV-3,GF,GF
720575940622123981,720575940640507763,10,GABA,WV-WV-1,WV-WV-1,put_WED_pr02,WED_pr02
720575940620587713,720575940617884736,5,ACH,,JO-B,SAD_pr02,SAD_pr02
720575940624087283,720575940615930299,17,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940627718394,720575940640176848,1,GABA,put_vpoIN,vpoIN-1,pC2lb,pC2lb
720575940621431492,720575940619486891,2,ACH,pC2la,pC2la,pMN1,pMN1
720575940628159081,720575940627263375,5,GABA,,JO-B,B1-4,B1-4
720575940609527069,720575940603930046,4,ACH,,JO-B,,aPN2
720575940620694015,720575940630223052,2,ACH,put_B1,B1-1,B1-1,B1-1
720575940622295585,720575940638214461,6,ACH,,JO-A,A2,A2
720575940622123981,720575940609927141,76,GABA,WV-WV-1,WV-WV-1,WED-VLP-1,WED-VLP-1
720575940612403427,720575940620424472,3,GABA,vpoIN,vpoIN-1,AVLP_pr12,AVLP_pr12
720575940615930299,720575940634877850,4,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940604839200,720575940635330204,42,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940637834301,720575940633300148,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940625587970,720575940619925887,3,ACH,,JO-B,put_IPS_pr01,IPS_pr01-2
720575940627249039,720575940633040097,1,ACH,,JO-B,SAD_pr02,SAD_pr02
720575940627927751,720575940632084705,3,ACH,,JO-B,B1,B1-7
720575940628315232,720575940627027087,7,ACH,,JO-B,,aPN2
720575940618149336,720575940650920569,9,GLUT,,aPN3,,aPN2
720575940620649641,720575940632649697,4,ACH,,JO-A,A2,A2
720575940644319796,720575940640176848,1,GABA,AVLP_pr02,AVLP_pr02,pC2lb,pC2lb
720575940607188036,720575940635330204,29,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940609076693,720575940631693610,45,ACH,B1-4,B1-4,A1,A1
720575940609522382,720575940612001489,3,ACH,B1-4,B1-4,A1,A1
720575940631153194,720575940631200327,1,ACH,AVLP_pr23,AVLP_pr23,A1,A1
720575940641396078,720575940629065154,1,ACH,,JO-B,B2,B2
720575940632466784,720575940615226086,4,ACH,,JO-B,B1,B1-7
720575940632812867,720575940625146122,11,ACH,,JO-A,,A2
720575940635330204,720575940644968302,10,GABA,WV-WV-1,WV-WV-1,put_AVLP_pr23,AVLP_pr23
720575940615930299,720575940625887631,12,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940630603091,720575940628267264,45,ACH,B1-2,B1-2,WED_pr02,WED_pr02
720575940609513841,720575940625146122,18,GABA,WV-WV-3,WV-WV-4,,A2
720575940613034602,720575940633300148,9,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940603636913,720575940621717469,10,ACH,B1-3,B1-3,WV-WV-3,WV-WV-3
720575940617362772,720575940635130905,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr12,AVLP_pr12
720575940635403230,720575940619486891,1,ACH,,vpoEN,pMN1,pMN1
720575940645086999,720575940618524481,8,ACH,,JO-B,B1,B1-u
720575940635973989,720575940618524481,1,ACH,,JO-B,B1,B1-u
720575940631631564,720575940616804806,3,ACH,B1-5,B1-5,B1-5,B1-5
720575940612235439,720575940625984528,13,ACH,,JO-B,B2,B2
720575940621148660,720575940631153194,1,GABA,WV-WV-2,WV-WV-2,AVLP_pr23,AVLP_pr23
720575940621823514,720575940605214636,7,ACH,,JO-B,WV-WV-3,WV-WV-3
720575940631693610,720575940618522433,24,ACH,A1,A1,A1,A1
720575940612078511,720575940630749523,1,GABA,put_WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940620822893,720575940624087283,3,ACH,,JO-B,B1-5,B1-5
720575940630603091,720575940623322877,13,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940636679989,720575940605095346,3,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940635330204,720575940623322877,2,GABA,WV-WV-1,WV-WV-1,WV-WV-1,WV-WV-1
720575940639205198,720575940618522433,7,ACH,B1-5,B1-5,A1,A1
720575940611597298,720575940622004106,59,GABA,B2,B2,B1,B1-7
720575940623725972,720575940630057979,3,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940627263375,720575940631200327,5,ACH,B1-4,B1-4,A1,A1
720575940627927751,720575940624732260,4,ACH,,JO-B,put_IPS_pr01,IPS_pr01-2
720575940619508033,720575940621464344,1,ACH,,JO-A,,JO-A
720575940618409797,720575940634571383,6,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940605095346,720575940615930299,2,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940623401128,720575940613380914,2,ACH,,JO-B,B1-4,B1-4
720575940620062633,720575940632670434,34,GABA,AVLP_pr01,AVLP_pr01-1,put_AVLP_pr01,AVLP_pr01-2
720575940619415679,720575940619688688,2,ACH,,vpoEN,AVLP_pr36,AVLP_pr36/asp10a-1
720575940637410394,720575940641545888,4,GABA,WED_pr02,WED_pr02,WV-WV-3,WV-WV-4
720575940618475101,720575940619415679,4,ACH,pC2lb,pC2lb,,vpoEN
720575940624872179,720575940623304906,6,ACH,B1,B1-u,put_WED-VLP,WED-VLP-1
720575940618342966,720575940632998136,2,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940625146122,720575940609927141,7,ACH,,A2,WED-VLP-1,WED-VLP-1
720575940627455621,720575940619491828,2,ACH,B1-5,B1-5,put_WED_pr01,WED_pr01-1
720575940618524481,720575940617882397,1,ACH,B1,B1-u,B1-5,B1-5
720575940625887631,720575940622577336,6,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940627642818,720575940627350060,16,GABA,AVLP_pr01,AVLP_pr01-2,WED-VLP-2,WED-VLP-2
720575940603903264,720575940610116581,1,GLUT,,aPN3,IPS_pr02,IPS_pr02
720575940627719294,720575940632011420,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr12,AVLP_pr12
720575940621540586,720575940642412941,10,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940635330204,720575940634571383,1,GABA,WV-WV-1,WV-WV-1,WV-WV-2,WV-WV-2
720575940616804806,720575940624314468,18,ACH,B1-5,B1-5,WED_pr01,WED_pr01-1
720575940617517661,720575940616809401,5,ACH,,JO-B,B1-1,B1-1
720575940624872179,720575940633044634,9,ACH,B1,B1-u,WED_pr02,WED_pr02
720575940625683176,720575940622097959,2,ACH,B1-1,B1-1,B1-1,B1-1
720575940624755180,720575940614840891,3,ACH,,JO-B,B1-3,B1-3
720575940642412941,720575940635981742,35,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940613311151,720575940627957719,15,GLUT,B2,B2,B1-2,B1-2
720575940614633867,720575940627201579,5,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940622123981,720575940626258690,3,GABA,WV-WV-1,WV-WV-1,,AVLP/PVLP_pr01-2
720575940635330204,720575940614450774,1,GABA,WV-WV-1,WV-WV-1,B1-2,B1-2
720575940610638434,720575940634299071,5,ACH,put_B1,B1-u,put_WED_pr02,WED_pr02
720575940629244357,720575940633300148,2,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940604445868,720575940619675712,1,ACH,put_AVLP_pr36,AVLP_pr36/asp10a-1,pC2la,pC2la
720575940605308082,720575940623357675,6,GABA,put_WED_pr02,WED_pr02,,JO-B
720575940632649567,720575940632385943,14,ACH,WED-VLP-2,WED-VLP-2,,vpoEN
720575940633044634,720575940623322877,8,GABA,WED_pr02,WED_pr02,WV-WV-1,WV-WV-1
720575940621540586,720575940631922969,1,GABA,put_WED_pr02,WED_pr02,put_WED-VLP,WED-VLP-1
720575940624795017,720575940621148660,5,ACH,B1,B1-u,WV-WV-2,WV-WV-2
720575940629065154,720575940619034806,3,GLUT,B2,B2,B1,B1-7
720575940627350060,720575940618475101,12,ACH,WED-VLP-2,WED-VLP-2,pC2lb,pC2lb
720575940610341525,720575940606332629,7,ACH,,JO-B,B1-1,B1-1
720575940626798101,720575940625839345,2,ACH,put_B1,B1-7,AVLP_pr05,AVLP_pr05-1
720575940610077026,720575940634126478,4,ACH,B1-2,B1-2,WED-VLP-2,WED-VLP-2
720575940627442197,720575940622838154,8,ACH,,JO-A,GF,GF
720575940620859886,720575940618056753,3,GABA,SAD_pr02,SAD_pr02,,JO-A
720575940622097959,720575940620392984,24,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940623189799,720575940622838154,2,ACH,,JO-A,GF,GF
720575940630258003,720575940629133071,9,GABA,WED_pr02,WED_pr02,,A2
720575940624562618,720575940620980323,4,ACH,,JO-B,B1-4,B1-4
720575940620622785,720575940632084705,6,ACH,,JO-B,B1,B1-7
720575940612146174,720575940644968302,8,ACH,B1-2,B1-2,put_AVLP_pr23,AVLP_pr23
720575940622706653,720575940605214636,42,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940611335859,720575940639049560,7,GABA,SAD_pr02,SAD_pr02,,JO-B
720575940638095293,720575940641972384,4,ACH,pC2lb,pC2lb,put_AVLP_pr36,AVLP_pr36/asp10a-1
720575940616748756,720575940620833974,8,GLUT,,aPN3,,aPN2
720575940630344396,720575940625295339,1,ACH,pC2la,pC2la,pMN1,pMN1
720575940623304906,720575940616121408,31,ACH,put_WED-VLP,WED-VLP-1,put_WED_pr02,WED_pr02
720575940624562618,720575940637663662,2,ACH,,JO-B,B1-4,B1-4
720575940629687824,720575940625778428,1,GABA,GNG_pr01,GNG_pr01-1,GNG_pr01,GNG_pr01-1
720575940616653429,720575940630603091,9,ACH,,JO-B,B1-2,B1-2
720575940621242025,720575940605308082,16,ACH,B1-5,B1-5,put_WED_pr02,WED_pr02
720575940606332629,720575940619249031,7,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940620581748,720575940644968302,9,GABA,put_WED_pr02,WED_pr02,put_AVLP_pr23,AVLP_pr23
720575940620012253,720575940622254375,12,GABA,B2,B2,B1-2,B1-2
720575940626793831,720575940625295339,7,ACH,pC2lb,pC2lb,pMN1,pMN1
720575940615408059,720575940624795017,1,ACH,B1,B1-u,B1,B1-u
720575940612403427,720575940623725972,1,GABA,vpoIN,vpoIN-1,pC2lb,pC2lb
720575940622295585,720575940634508174,5,ACH,,JO-A,AVLP_pr01,AVLP_pr01-1
720575940604201830,720575940632499757,167,GABA,WV-WV-3,WV-WV-3,GF,GF
720575940621148660,720575940609927653,5,GABA,WV-WV-2,WV-WV-2,WED-VLP-2,WED-VLP-2
720575940630603091,720575940625345328,6,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940629283659,720575940622123981,4,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940624795017,720575940621148660,1,ACH,B1,B1-u,WV-WV-2,WV-WV-2
720575940622065432,720575940634829168,39,GABA,AVLP_pr01,AVLP_pr01-1,,vpoEN
720575940627174247,720575940620929416,1,ACH,WED-VLP-1,WED-VLP-1,AVLP_pr01,AVLP_pr01-2
720575940621870576,720575940625146122,51,ACH,,JO-A,,A2
720575940631425965,720575940644968302,8,GABA,AVLP_pr01,AVLP_pr01-1,put_AVLP_pr23,AVLP_pr23
720575940625345328,720575940635330204,1,GABA,WV-WV-2,WV-WV-2,WV-WV-1,WV-WV-1
720575940636990005,720575940622577336,1,ACH,,JO-B,B1-5,B1-5
720575940612146174,720575940603533246,9,ACH,B1-2,B1-2,WV-WV-3,WV-WV-3
720575940619969227,720575940624704393,1,ACH,,JO-B,B1-3,B1-3
720575940627455621,720575940628846966,9,ACH,B1-5,B1-5,SAD_pr02,SAD_pr02
720575940629283659,720575940622123981,3,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940611177586,720575940629552170,3,ACH,,JO-A,,aPN2
720575940629450366,720575940623547685,4,ACH,,JO-A,WED-VLP-1,WED-VLP-1
720575940609927141,720575940632670434,18,ACH,WED-VLP-1,WED-VLP-1,put_AVLP_pr01,AVLP_pr01-2
720575940621324996,720575940608975371,8,GABA,sad_pr0,SAD_pr02,,JO-A
720575940637410394,720575940630258003,3,GABA,WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940617431325,720575940632499757,1,ACH,B1-4,B1-4,GF,GF
720575940623725972,720575940617034398,7,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940609673369,720575940639811469,26,ACH,B1-4,B1-4,WV-WV-3,WV-WV-3
720575940623725972,720575940620356557,8,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940638256949,720575940644488727,6,ACH,,JO-A,,SAD_pr01
720575940621242025,720575940620835327,3,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940613380914,720575940634606693,3,ACH,B1-4,B1-4,B1,B1-7
720575940629283659,720575940641400224,5,GABA,AVLP_pr01,AVLP_pr01-1,WED-VLP-1,WED-VLP-1
720575940621540586,720575940622123981,2,GABA,put_WED_pr02,WED_pr02,WV-WV-1,WV-WV-1
720575940605214636,720575940614310802,10,GABA,WV-WV-3,WV-WV-3,B1-4,B1-4
720575940629269630,720575940624704393,15,ACH,,JO-B,B1-3,B1-3
720575940610077026,720575940625345328,5,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940631631564,720575940625345328,8,ACH,B1-5,B1-5,WV-WV-2,WV-WV-2
720575940611401709,720575940633300148,7,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940630603091,720575940640507763,61,ACH,B1-2,B1-2,put_WED_pr02,WED_pr02
720575940616121408,720575940641545888,1,GABA,put_WED_pr02,WED_pr02,WV-WV-3,WV-WV-4
720575940635981742,720575940630749523,1,GABA,put_WED_pr02,WED_pr02,WED_pr02,WED_pr02
720575940624704393,720575940618342966,8,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940610236740,720575940622123981,1,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940624700138,720575940612146174,6,GABA,B2,B2,B1-2,B1-2
720575940618342966,720575940623322877,4,GABA,WV-WV-2,WV-WV-2,WV-WV-1,WV-WV-1
720575940616804806,720575940631631564,1,ACH,B1-5,B1-5,B1-5,B1-5
720575940615408059,720575940621447077,6,ACH,B1,B1-u,put_WED-VLP,WED-VLP-1
720575940620516846,720575940632084705,5,ACH,,JO-B,B1,B1-7
720575940635547113,720575940635330204,3,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940628467462,720575940627263375,13,ACH,,JO-B,B1-4,B1-4
720575940621242025,720575940616211013,33,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940623322877,720575940621835246,1,GABA,WV-WV-1,WV-WV-1,put_WED_pr02,WED_pr02
720575940620581748,720575940640817204,5,GABA,put_WED_pr02,WED_pr02,,JO-B
720575940604274622,720575940624872179,11,ACH,,JO-B,B1,B1-u
720575940611177586,720575940618524481,10,ACH,,JO-A,B1,B1-u
720575940620980323,720575940622838154,41,ACH,B1-4,B1-4,GF,GF
720575940621540586,720575940619784453,5,GABA,put_WED_pr02,WED_pr02,put_WED-VLP,WED-VLP-1
720575940606612937,720575940611335859,4,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940620581748,720575940611674265,2,GABA,put_WED_pr02,WED_pr02,put_WED_pr02,WED_pr02
720575940607367125,720575940635330204,4,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940618522433,720575940622838154,18,ACH,A1,A1,GF,GF
720575940627939177,720575940619405812,1,GABA,SAD_pr02,SAD_pr02,B1-3,B1-3
720575940602914988,720575940625989904,8,GABA,AVLP_pr01,AVLP_pr01-1,WED-VLP-1,WED-VLP-1
720575940620931348,720575940628538732,1,ACH,pC2lc,pC2lc,put_PVLP_pr03,PVLP_pr03-2
720575940644319796,720575940633300148,1,GABA,AVLP_pr02,AVLP_pr02,pC2lb,pC2lb
720575940624872179,720575940631153194,5,ACH,B1,B1-u,AVLP_pr23,AVLP_pr23
720575940608457483,720575940620649641,1,ACH,,JO-A,,JO-A
720575940612523571,720575940625345328,8,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940627235386,720575940634606693,1,ACH,B1,B1-u,B1,B1-7
720575940618856896,720575940607188036,24,ACH,,JO-B,B1-1,B1-1
720575940628542807,720575940613170498,1,GABA,vpoIN,vpoIN-1,pMN2,pMN2
720575940604201830,720575940621717469,2,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940609673369,720575940620835327,2,ACH,B1-4,B1-4,WV-WV-2,WV-WV-2
720575940630785388,720575940624763678,2,ACH,,JO-B,put_IPS_pr01,IPS_pr01-2
720575940639205198,720575940624473918,7,ACH,B1-5,B1-5,WED_pr01,WED_pr01-1
720575940636705502,720575940625295339,1,GABA,vpoIN,vpoIN-3,pMN1,pMN1
720575940622123981,720575940628489516,5,GABA,WV-WV-1,WV-WV-1,AVLP_pr01,AVLP_pr01-1
720575940622123981,720575940629938487,9,GABA,WV-WV-1,WV-WV-1,WED_pr02,WED_pr02
720575940622344216,720575940618066415,25,ACH,,JO-B,B1-3,B1-3
720575940615592409,720575940618475101,3,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,pC2lb,pC2lb
720575940611388141,720575940617575760,15,ACH,B1,B1-6,IPS_pr01,IPS_pr01-1
720575940611674265,720575940619784453,13,GABA,put_WED_pr02,WED_pr02,put_WED-VLP,WED-VLP-1
720575940637389534,720575940603533246,1,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940637834301,720575940617034398,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940622591049,720575940632945177,7,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940634571383,720575940615930299,16,GABA,WV-WV-2,WV-WV-2,WED_pr02,WED_pr02
720575940619688688,720575940637175349,1,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940637410394,720575940619249031,3,GABA,WED_pr02,WED_pr02,WED-VLP-1,WED-VLP-1
720575940624704393,720575940628267264,10,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940622065432,720575940622123981,2,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940621835246,720575940609927141,23,GABA,put_WED_pr02,WED_pr02,WED-VLP-1,WED-VLP-1
720575940622065432,720575940635330204,1,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-1,WV-WV-1
720575940621800798,720575940615930299,27,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940609673369,720575940618522433,3,ACH,B1-4,B1-4,A1,A1
720575940607947456,720575940609289284,9,ACH,,JO-B,,JO-B
720575940619405812,720575940632998136,9,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940623256202,720575940619486891,2,GABA,vpoIN,vpoIN-1,pMN1,pMN1
720575940609832410,720575940621324996,5,ACH,B1-5,B1-5,sad_pr0,SAD_pr02
720575940621508336,720575940634877850,11,ACH,,JO-B,B1-5,B1-5
720575940635330204,720575940644968302,8,GABA,WV-WV-1,WV-WV-1,put_AVLP_pr23,AVLP_pr23
720575940619572762,720575940610358990,3,ACH,,JO-B,B1-2,B1-2
720575940609673369,720575940616313942,30,ACH,B1-4,B1-4,A1,A1
720575940630258003,720575940635330204,1,GABA,WED_pr02,WED_pr02,WV-WV-1,WV-WV-1
720575940620622785,720575940624872179,2,ACH,,JO-B,B1,B1-u
720575940635547113,720575940634508174,6,ACH,B1-1,B1-1,AVLP_pr01,AVLP_pr01-1
720575940627453778,720575940622254375,13,ACH,,JO-B,B1-2,B1-2
720575940635403230,720575940613034602,2,ACH,,vpoEN,AVLP_pr36,AVLP_pr36/asp10a-1
720575940625972624,720575940621242025,3,ACH,,JO-B,B1-5,B1-5
720575940616804806,720575940612153086,1,ACH,B1-5,B1-5,B1,B1-6
720575940621242025,720575940629938487,118,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940606332629,720575940625345328,12,ACH,B1-1,B1-1,WV-WV-2,WV-WV-2
720575940642414989,720575940616809401,1,ACH,,JO-B,B1-1,B1-1
720575940628910095,720575940630258003,26,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940610088618,720575940623621157,6,GABA,IPS_pr01,IPS_pr01-1,WED_pr01,WED_pr01-1
720575940616121408,720575940616611382,29,GABA,put_WED_pr02,WED_pr02,WED-VLP-1,WED-VLP-1
720575940629350394,720575940630603091,3,ACH,,JO-B,B1-2,B1-2
720575940639241279,720575940616313942,33,ACH,B1-4,B1-4,A1,A1
720575940618342966,720575940627939177,1,GABA,WV-WV-2,WV-WV-2,SAD_pr02,SAD_pr02
720575940629913169,720575940603186790,6,ACH,B1-1,B1-1,WED-VLP-1,WED-VLP-1
720575940611597298,720575940630603091,44,GABA,B2,B2,B1-2,B1-2
720575940624704393,720575940621148660,11,ACH,B1-3,B1-3,WV-WV-2,WV-WV-2
720575940640507763,720575940619415679,1,GABA,put_WED_pr02,WED_pr02,,vpoEN
720575940629275180,720575940632084705,12,ACH,,JO-B,B1,B1-7
720575940606743170,720575940619415679,2,GABA,put_WED_pr02,WED_pr02,,vpoEN
720575940632764883,720575940637175349,5,ACH,AVLP_pr36,AVLP_pr36/asp10a-1,AVLP_pr36,AVLP_pr36/asp10a-1
720575940624704393,720575940630258003,3,ACH,B1-3,B1-3,WED_pr02,WED_pr02
720575940621148660,720575940635981742,24,GABA,WV-WV-2,WV-WV-2,put_WED_pr02,WED_pr02
720575940637410394,720575940641545888,8,GABA,WED_pr02,WED_pr02,WV-WV-3,WV-WV-4
720575940611674265,720575940632649567,17,GABA,put_WED_pr02,WED_pr02,WED-VLP-2,WED-VLP-2
720575940624770540,720575940621717469,2,ACH,,JO-A,WV-WV-3,WV-WV-3
720575940630820347,720575940624872179,1,ACH,,JO-B,B1,B1-u
720575940616211013,720575940615723077,7,GABA,WED_pr02,WED_pr02,B1-5,B1-5
720575940617431325,720575940624473918,2,ACH,B1-4,B1-4,WED_pr01,WED_pr01-1
720575940617517661,720575940610638434,6,ACH,,JO-B,put_B1,B1-u
720575940614450774,720575940635330204,24,ACH,B1-2,B1-2,WV-WV-1,WV-WV-1
720575940625683176,720575940621447077,27,ACH,B1-1,B1-1,put_WED-VLP,WED-VLP-1
720575940627538947,720575940641545888,2,ACH,,JO-A,WV-WV-3,WV-WV-4
720575940630057979,720575940619486891,2,ACH,pC2la,pC2la,pMN1,pMN1
720575940636537663,720575940616633925,6,ACH,,JO-B,B1-5,B1-5
720575940633044634,720575940622969528,17,GABA,WED_pr02,WED_pr02,put_WED-VLP,WED-VLP-1
720575940632669741,720575940633040097,4,ACH,,JO-A,SAD_pr02,SAD_pr02
720575940640507763,720575940644968302,20,GABA,put_WED_pr02,WED_pr02,put_AVLP_pr23,AVLP_pr23
720575940625483962,720575940639696755,5,ACH,B1,B1-6,B1,B1-u
720575940635330204,720575940621835246,2,GABA,WV-WV-1,WV-WV-1,put_WED_pr02,WED_pr02
720575940640176848,720575940617362772,11,ACH,pC2lb,pC2lb,AVLP_pr36,AVLP_pr36/asp10a-1
720575940605214636,720575940618522433,26,GABA,WV-WV-3,WV-WV-3,A1,A1
720575940606332629,720575940623322877,41,ACH,B1-1,B1-1,WV-WV-1,WV-WV-1
720575940627195691,720575940614310802,6,ACH,,JO-A,B1-4,B1-4
720575940623322877,720575940622969528,8,GABA,WV-WV-1,WV-WV-1,put_WED-VLP,WED-VLP-1
720575940621043753,720575940625887631,2,ACH,B1-5,B1-5,WED_pr02,WED_pr02
720575940627957719,720575940621148660,25,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940611674265,720575940627957719,5,GABA,put_WED_pr02,WED_pr02,B1-2,B1-2
720575940607881152,720575940611988391,6,ACH,,JO-B,B1,B1-7
720575940624770540,720575940635330204,19,ACH,,JO-A,WV-WV-1,WV-WV-1
720575940635403230,720575940630344396,1,ACH,,vpoEN,pC2la,pC2la
720575940634775706,720575940622577336,2,ACH,,JO-B,B1-5,B1-5
720575940618475101,720575940610455781,2,ACH,pC2lb,pC2lb,pC2la,pC2la
720575940612146174,720575940634571383,4,ACH,B1-2,B1-2,WV-WV-2,WV-WV-2
720575940632945177,720575940604201830,1,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
720575940613127314,720575940634701407,10,ACH,,JO-B,B1,B1-7
720575940623725972,720575940633300148,1,ACH,pC2lb,pC2lb,pC2lb,pC2lb
720575940622295585,720575940624571116,10,ACH,,JO-A,,SAD_pr01
720575940634892389,720575940627263375,8,ACH,,JO-B,B1-4,B1-4
720575940634508174,720575940621148660,8,GABA,AVLP_pr01,AVLP_pr01-1,WV-WV-2,WV-WV-2
720575940622609678,720575940621835246,34,ACH,WED-VLP-2,WED-VLP-2,put_WED_pr02,WED_pr02
720575940628267264,720575940629133071,12,GABA,WED_pr02,WED_pr02,,A2
720575940616121408,720575940627085199,5,GABA,put_WED_pr02,WED_pr02,,JO-A
720575940621717469,720575940605214636,13,GABA,WV-WV-3,WV-WV-3,WV-WV-3,WV-WV-3
