Source,Target,nt_type_banc,layer_mean_pre,layer_mean_post,Weight
WED_pr02,GF,GABA,3.5,3.179487179,12
GNG_pr01-1,A1,GABA,5.375,3.730769231,12
B1-5,B1-7,Ach,2.929487179,2.756410256,12
B1-5,WED_pr01-1,Ach,3.381410256,4.019230769,12
WV-WV-2,WED_pr02,GABA,3.544871795,3.5,12
aPN3,B1-5,GLUT,4.576923077,4.240384615,12
aPN3,B1-4,GLUT,5.051282051,2.766025641,11
WED_pr02,WV-WV-3,GABA,3.564102564,2.53525641,11
B1-4,WV-WV-3,Ach,2.58974359,3.048076923,11
WED_pr02,WED-VLP-1,GABA,3.096153846,3.224358974,11
pC1d,pC1e,Ach,5.689102564,6.144230769,11
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.310897436,5.278846154,11
WED-VLP-1,WED-VLP-1,Ach,3.176282051,3.054487179,11
AVLP_pr01-2,AVLP_pr01-2,GABA,3.935897436,4.070512821,11
WV-WV-1,WED_pr02,GABA,2.326923077,3.403846154,11
pC1d,pMN2,Ach,5.891025641,5.391025641,11
B1-4,WV-WV-3,Ach,2.708333333,3.048076923,11
AVLP_pr01-1,WV-WV-1,GABA,2.435897436,2.326923077,11
AVLP/PVLP_pr01-2,A1,Ach,4.025641026,3.730769231,11
WED_pr02,WV-WV-2,GABA,3.403846154,3.355769231,11
WED_pr02,WV-WV-2,GABA,3.397435897,3.724358974,11
A2,A2,Ach,2.298076923,2.291666667,11
WV-WV-2,AVLP_pr05-1,GABA,3.394230769,4.426282051,11
B2,B1-4,GABA,2.727564103,2.708333333,11
B1-2,WED_pr02,Ach,2.448717949,3.378205128,11
WED-VLP-1,WED-VLP-1,Ach,3.134615385,3.176282051,11
WED-VLP-1,WED-VLP-1,Ach,3.054487179,3.041666667,11
WED-VLP-2,AVLP_pr22,Ach,3.669871795,4.666666667,11
B1-1,WED_pr02,Ach,4.240384615,3.243589744,11
vpoIN-1,pMN2,GABA,5.073717949,5.391025641,11
pC2lb,AVLP_pr36/asp10a-1,Ach,4.830128205,5.429487179,11
WV-WV-3,B1-5,GABA,2.53525641,2.637820513,11
pC1e,pC1d,Ach,6.144230769,5.689102564,11
B1-u,AVLP_pr23,Ach,2.185897436,3.240384615,11
vpoIN-2,pMN2,GABA,5.448717949,5.391025641,11
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.58974359,5.625,11
B1-1,WED_pr02,Ach,2.060897436,3.378205128,11
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.256410256,5.967948718,11
B1-7,IPS_pr01-1,Ach,2.358974359,4.416666667,11
pC2la,pC1d,Ach,5.708333333,5.689102564,11
A2,WV-WV-2,Ach,2.317307692,3.544871795,11
AVLP_pr36/asp10a-1,PVLP_pr03-2,Ach,5.333333333,5.967948718,11
B1-1,WED_pr02,Ach,2.092948718,3.378205128,11
A2,WV-WV-2,Ach,2.298076923,3.5,11
AVLP_pr36/asp10a-1,pC2lb,Ach,5.182692308,4.929487179,11
B1-1,WED_pr02,Ach,2.169871795,3.378205128,11
WED-VLP-1,AVLP_pr01-2,Ach,3.041666667,4.0,11
AVLP_pr01-1,WV-WV-1,GABA,2.570512821,3.176282051,11
WED-VLP-2,WED_pr02,Ach,3.669871795,3.201923077,11
B1-1,WV-WV-1,Ach,2.141025641,2.326923077,11
AVLP_pr36/asp10a-1,pC1d,Ach,5.471153846,5.689102564,11
WV-WV-3,B1-4,GABA,2.53525641,2.743589744,11
WV-WV-3,B1-4,GABA,2.53525641,2.753205128,11
B1-4,WV-WV-2,Ach,3.163461538,3.544871795,11
WED_pr02,GF,GABA,3.445512821,3.467948718,11
B1-1,WED_pr02,Ach,2.179487179,3.201923077,11
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.58974359,5.310897436,11
AVLP_pr36/asp10a-1,pC2la,Ach,5.429487179,5.871794872,11
WV-WV-3,A2,GABA,2.41025641,2.310897436,11
SAD_pr02,WV-WV-3,GABA,3.051282051,2.53525641,11
SAD_pr02,WV-WV-3,GABA,3.323717949,2.41025641,11
WED-VLP-2,pC2lb,Ach,3.637820513,5.131410256,11
B1-5,GF,Ach,2.929487179,3.179487179,11
WED_pr02,B1-u,GABA,3.403846154,2.230769231,11
B1-7,WV-WV-3,Ach,3.150641026,2.53525641,11
B1-4,WED_pr01-1,Ach,2.884615385,4.21474359,11
B1-2,WED-VLP-2,Ach,3.105769231,3.423076923,11
WED_pr02,GF,GABA,3.541666667,3.179487179,11
pC2la,PVLP_pr03-2,Ach,5.240384615,5.778846154,11
B1-7,B1-u,Ach,2.208333333,2.272435897,11
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.365384615,5.310897436,11
WV-WV-3,B1-4,GABA,2.326923077,2.766025641,11
pC2la,PVLP_pr03-2,Ach,5.333333333,5.737179487,11
B1-6,aPN3,Ach,3.185897436,5.051282051,11
B1-1,AVLP_pr23,Ach,2.092948718,3.144230769,11
WV-WV-2,SAD_pr02,GABA,3.544871795,3.830128205,11
B1-2,WED-VLP-2,Ach,3.378205128,3.637820513,11
WED-VLP-2,AVLP_pr31,Ach,3.669871795,4.237179487,11
B1-5,WED_pr02,Ach,3.141025641,3.378205128,11
WED_pr02,WV-WV-2,GABA,3.564102564,3.355769231,11
WV-WV-3,WV-WV-3,GABA,2.78525641,2.778846154,11
WED_pr02,B1-5,GABA,3.516025641,3.365384615,11
WED_pr02,B1-1,GABA,3.378205128,3.830128205,11
WED_pr01-1,WED_pr01-1,Ach,4.25,4.083333333,11
WED_pr02,B1-5,GABA,3.5,3.141025641,11
WED_pr01-1,WED_pr01-1,Ach,4.25,4.21474359,11
B1-5,WED_pr01-1,Ach,4.240384615,4.21474359,11
WED-VLP-1,WV-WV-1,Ach,3.310897436,2.631410256,11
WED_pr02,B1-5,GABA,3.5,3.134615385,11
IPS_pr01-1,WED_pr01-1,GABA,4.416666667,4.256410256,11
B1-3,WED_pr02,Ach,2.653846154,3.564102564,11
WED_pr02,WED_pr02,GABA,3.439102564,3.128205128,11
aPN2,aPN2,Ach,4.740384615,3.288461538,11
WED_pr02,WED_pr02,GABA,3.439102564,3.564102564,11
B1-u,WED_pr02,Ach,4.092948718,3.147435897,11
B1-2,A1,Ach,2.663461538,3.746794872,11
B1-6,IPS_pr01-1,Ach,3.320512821,4.400641026,11
vpoIN-3,pMN1,GABA,3.916666667,5.243589744,11
IPS_pr01-2,WED_pr01-2,GABA,2.724358974,3.96474359,11
B1-4,B1-4,Ach,2.884615385,2.560897436,11
B1-1,AVLP_pr01-1,Ach,2.169871795,2.621794872,11
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.310897436,11
WED_pr02,WED_pr02,GABA,3.317307692,3.5,11
B1-5,WV-WV-2,Ach,2.887820513,3.355769231,11
PVLP_pr03-1,PVLP_pr03-1,GABA,6.227564103,6.320512821,11
B1-5,AVLP_pr04,Ach,3.365384615,6.006410256,11
WED_pr02,B1-2,GABA,3.128205128,3.105769231,11
AVLP_pr36/asp10a-1,pMN1,Ach,5.333333333,5.243589744,11
WED_pr01-1,WED_pr01-1,Ach,4.16025641,4.394230769,11
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.259615385,5.705128205,11
SAD_pr02,B1-7,GABA,3.022435897,3.150641026,11
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.237179487,5.705128205,11
WED_pr02,B1-5,GABA,3.516025641,2.939102564,11
AVLP_pr04,AVLP_pr11,SER,5.711538462,5.810897436,11
pC2lb,pC2lb,Ach,5.131410256,4.929487179,11
B1-6,IPS_pr01-1,Ach,3.185897436,4.730769231,11
AVLP_pr23,WV-WV-3,Ach,3.240384615,2.846153846,11
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.182692308,11
AVLP_pr01-1,AVLP_pr01-2,GABA,2.621794872,4.0,11
B1-3,WV-WV-3,Ach,2.541666667,2.778846154,11
WED-VLP-2,AVLP_pr01-1,Ach,3.336538462,3.631410256,11
B1-3,WV-WV-3,Ach,2.817307692,2.846153846,11
B1-5,B1-5,Ach,2.833333333,3.615384615,11
aPN2,aPN2,Ach,3.532051282,4.602564103,11
AVLP_pr01-1,AVLP_pr02,GABA,2.628205128,3.429487179,11
B1-5,WV-WV-2,Ach,3.496794872,2.996794872,11
pcC2lc,AVLP_pr36/asp10a-1,Ach,5.480769231,5.573717949,11
WED_pr02,AVLP_pr23,GABA,3.128205128,3.240384615,11
WV-WV-1,B1-2,GABA,2.631410256,3.596153846,11
B1-4,A1,Ach,2.708333333,4.294871795,11
B1-6,A1,Ach,3.125,4.294871795,11
AVLP_pr01-2,vpoIN-3,GABA,3.935897436,3.926282051,11
B1-1,WED-VLP-1,Ach,2.060897436,3.259615385,11
B1-5,WED_pr01-1,Ach,3.477564103,4.16025641,11
AVLP_pr01-1,vpoEN,GABA,3.041666667,3.746794872,11
pC2lb,pC2la,Ach,4.871794872,5.669871795,11
vpoEN,AVLP_pr36/asp10a-1,Ach,3.625,5.365384615,11
pC2lb,pC2la,Ach,4.871794872,5.673076923,11
pC2lb,pC2la,Ach,4.871794872,5.83974359,11
AVLP_pr23,AVLP_pr05-1,Ach,3.144230769,3.836538462,11
AVLP_pr23,A1,Ach,3.240384615,4.294871795,11
B1-1,WED-VLP-1,Ach,2.169871795,3.314102564,11
pC2lb,pC2la,Ach,4.929487179,5.83974359,11
B1-5,WED_pr01-1,Ach,2.833333333,4.083333333,11
AVLP_pr01-1,AVLP_pr23,GABA,3.041666667,3.144230769,11
B1-5,WED_pr01-1,Ach,3.615384615,4.019230769,11
aPN3,IPS_pr02,GLUT,5.038461538,3.403846154,11
B2,B2,GABA,2.21474359,2.298076923,11
AVLP_pr01-1,WED-VLP-1,GABA,2.570512821,3.272435897,11
B1-5,WED_pr01-1,Ach,2.833333333,4.21474359,11
AVLP_pr01-1,WV-WV-2,GABA,2.570512821,3.394230769,11
B1-u,WED-VLP-2,Ach,4.189102564,3.669871795,11
WED-VLP-1,WED-VLP-1,Ach,3.378205128,3.137820513,11
B1-3,SAD_pr02,Ach,2.817307692,3.096153846,11
WV-WV-4,AVLP_pr23,GABA,2.987179487,3.240384615,11
WED_pr02,B1-5,GABA,3.541666667,3.477564103,11
AVLP/PVLP_pr01-2,A1,Ach,4.246794872,3.823717949,11
AVLP_pr01-2,WED-VLP-2,GABA,4.038461538,3.423076923,11
AVLP_pr01-1,WED_pr02,GABA,2.435897436,3.096153846,11
B1-4,SAD_pr02,Ach,2.782051282,3.096153846,11
B1-3,AVLP_pr23,Ach,2.717948718,3.240384615,11
WED-VLP-1,WED-VLP-1,Ach,3.314102564,3.346153846,11
WED_pr01-1,IPS/WED_pr01,Ach,4.256410256,5.256410256,11
WV-WV-1,WV-WV-2,GABA,2.631410256,3.5,11
WED-VLP-1,WED-VLP-1,Ach,3.314102564,3.137820513,11
WED_pr02,B1-3,GABA,3.439102564,2.509615385,11
WED_pr02,B1-2,GABA,3.378205128,3.221153846,11
AVLP_pr01-2,WED-VLP-1,GABA,4.03525641,3.262820513,11
SAD_pr01,B1-2,GABA,2.384615385,2.448717949,11
WED_pr02,B1-5,GABA,3.564102564,3.496794872,11
WED_pr02,WV-WV-2,GABA,3.201923077,3.724358974,11
vpoEN,AVLP_pr36/asp10a-1,Ach,3.641025641,5.448717949,11
B1-u,B1-u,Ach,4.092948718,3.201923077,11
B1-1,AVLP_pr01-1,Ach,4.378205128,3.041666667,11
WED_pr02,WV-WV-2,GABA,3.317307692,3.5,11
SAD_pr02,B1-3,GABA,4.070512821,2.541666667,11
vpoIN-3,AVLP_pr32,GABA,3.926282051,4.548076923,11
SAD_pr02,B1-5,GABA,3.022435897,3.051282051,11
B1-u,B1-u,Ach,2.230769231,2.185897436,11
aPN2,B1-4,Ach,3.532051282,2.884615385,11
SAD_pr02,B1-5,GABA,3.096153846,3.028846154,11
WED-VLP-1,WED_pr02,Ach,3.041666667,3.378205128,11
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.259615385,11
B1-4,SAD_pr01,Ach,3.092948718,2.320512821,11
WED-VLP-1,WED_pr02,Ach,3.176282051,3.378205128,11
WED_pr02,vpoEN,GABA,3.378205128,3.740384615,11
WED_pr02,vpoEN,GABA,3.397435897,3.746794872,11
SAD_pr01,AVLP_pr23,GABA,2.384615385,3.144230769,11
aPN3,aPN2,GLUT,4.576923077,3.532051282,11
WED_pr02,B1-5,GABA,3.541666667,3.381410256,11
B1-6,WED_pr01-1,Ach,5.067307692,4.21474359,11
B1-u,WED-VLP-2,Ach,2.230769231,3.413461538,11
B1-u,WED-VLP-2,Ach,2.230769231,3.336538462,11
WED-VLP-2,AVLP_pr01-3,Ach,3.560897436,5.519230769,11
vpoIN-3,pC2lb,GABA,3.916666667,4.830128205,11
B1-5,SAD_pr02,Ach,2.939102564,3.096153846,11
B1-5,B1-5,Ach,3.048076923,3.496794872,10
B1-5,A1,Ach,2.833333333,3.939102564,10
AVLP_pr36/asp10a-1,pC2lb,Ach,5.333333333,4.929487179,10
AVLP_pr36/asp10a-1,pC2lb,Ach,5.320512821,4.830128205,10
WV-WV-1,AVLP_pr23,GABA,3.176282051,3.144230769,10
WED_pr02,vpoEN,GABA,3.201923077,3.641025641,10
WV-WV-1,B1-2,GABA,2.631410256,2.448717949,10
WV-WV-1,B1-2,GABA,2.631410256,2.663461538,10
B1-2,AVLP_pr01-1,Ach,2.423076923,2.592948718,10
AVLP_pr36/asp10a-1,pMN2,Ach,5.541666667,5.314102564,10
B1-5,B1-5,Ach,3.365384615,3.147435897,10
AVLP_pr36/asp10a-1,pC2lb,Ach,5.237179487,5.131410256,10
WED-VLP-2,AVLP_pr01-1,Ach,3.448717949,2.996794872,10
WV-WV-1,WV-WV-1,GABA,2.326923077,2.631410256,10
B1-5,WV-WV-2,Ach,2.573717949,3.5,10
B1-2,WED-VLP-2,Ach,2.298076923,3.423076923,10
WV-WV-1,WED_pr02,GABA,2.631410256,3.147435897,10
WED_pr02,vpoEN,GABA,3.096153846,3.625,10
B1-6,A1,Ach,3.320512821,3.823717949,10
B1-6,A1,Ach,3.141025641,3.823717949,10
B1-2,WED-VLP-2,Ach,3.586538462,3.333333333,10
WED_pr02,vpoEN,GABA,3.128205128,3.641025641,10
B1-1,AVLP_pr23,Ach,2.060897436,3.144230769,10
B1-5,B1-5,Ach,2.573717949,3.051282051,10
B1-6,aPN3,Ach,4.855769231,5.051282051,10
B1-1,AVLP_pr23,Ach,2.060897436,3.240384615,10
WED-VLP-2,AVLP_pr22,Ach,3.413461538,4.814102564,10
AVLP_pr36/asp10a-1,pMN1,Ach,5.365384615,5.224358974,10
WED-VLP-1,WED_pr02,Ach,3.137820513,3.243589744,10
B1-1,AVLP_pr01-1,Ach,2.179487179,2.592948718,10
WV-WV-1,WV-WV-4,GABA,2.631410256,2.987179487,10
WV-WV-3,SAD_pr02,GABA,2.53525641,3.291666667,10
AVLP_pr01-1,WV-WV-1,GABA,2.621794872,3.176282051,10
WED_pr02,WV-WV-4,GABA,3.378205128,2.987179487,10
B1-5,AVLP_pr04,Ach,3.477564103,6.006410256,10
vpoIN-2,AVLP_pr12,GABA,5.173076923,6.003205128,10
B1-5,WV-WV-2,Ach,2.887820513,3.724358974,10
WED-VLP-1,pC2lb,Ach,3.272435897,4.929487179,10
B1-1,AVLP_pr23,Ach,2.108974359,3.240384615,10
aPN3,aPN2,GLUT,4.974358974,4.740384615,10
B1-5,B1-5,Ach,3.028846154,3.477564103,10
B1-5,WV-WV-2,Ach,2.573717949,3.724358974,10
aPN3,B1-5,GLUT,5.041666667,3.147435897,10
B1-1,WED_pr02,Ach,5.0,3.378205128,10
WV-WV-1,WV-WV-1,GABA,2.631410256,2.326923077,10
WV-WV-3,B1-5,GABA,2.53525641,3.381410256,10
B1-6,WV-WV-3,Ach,3.125,2.778846154,10
B1-5,AVLP_pr04,Ach,3.381410256,5.711538462,10
WED_pr02,vpoEN,GABA,3.403846154,3.740384615,10
AVLP_pr36/asp10a-1,pC2lb,Ach,5.237179487,4.929487179,10
WV-WV-1,A1,GABA,3.176282051,3.746794872,10
B1-5,AVLP/PVLP_pr01-2,Ach,3.496794872,3.980769231,10
WED_pr02,vpoEN,GABA,3.439102564,3.641025641,10
WED_pr02,vpoEN,GABA,3.362179487,3.746794872,10
WED_pr02,B1-u,GABA,3.243589744,2.185897436,10
WED-VLP-1,WED-VLP-1,Ach,3.176282051,3.134615385,10
SAD_pr01,A1,GABA,2.384615385,3.746794872,10
WED-VLP-2,WED-VLP-2,Ach,3.669871795,3.637820513,10
WED_pr02,WV-WV-1,GABA,3.564102564,2.326923077,10
PVLP_pr03-1,PVLP_pr03-1,GABA,6.320512821,6.096153846,10
AVLP_pr02,pMN2,GABA,4.46474359,5.314102564,10
WED_pr02,WED_pr02,GABA,3.378205128,3.147435897,10
WED_pr02,B1-2,GABA,3.096153846,3.596153846,10
IPS_pr02,IPS_pr01-2,GABA,3.307692308,3.019230769,10
WED_pr02,B1-2,GABA,3.096153846,3.378205128,10
B1-3,WED_pr02,Ach,2.509615385,3.5,10
B1-4,GF,Ach,2.426282051,3.467948718,10
pC2lb,PVLP_pr03-2,Ach,4.871794872,5.737179487,10
B1-3,WED_pr02,Ach,2.541666667,3.5,10
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.237179487,5.615384615,10
pC2lb,PVLP_pr03-2,Ach,4.871794872,5.778846154,10
B1-5,WED_pr01-1,Ach,4.240384615,4.394230769,10
WED_pr01-1,WED_pr01-1,Ach,4.25,4.16025641,10
WED_pr02,WED_pr02,GABA,3.397435897,3.564102564,10
B1-5,SAD_pr02,Ach,3.615384615,4.192307692,10
WED_pr02,WED_pr01-1,GABA,3.608974359,4.019230769,10
B1-u,B2,Ach,2.272435897,2.298076923,10
WED_pr02,WED-VLP-2,GABA,3.573717949,3.560897436,10
B1-2,WV-WV-4,Ach,2.477564103,3.467948718,10
B1-u,SAD_pr02,Ach,2.381410256,3.022435897,10
AVLP_pr01-1,WED-VLP-1,GABA,3.631410256,3.137820513,10
SAD_pr02,B1-2,GABA,3.291666667,2.477564103,10
pC2lb,AVLP_pr36/asp10a-1,Ach,5.131410256,5.182692308,10
WED_pr02,WV-WV-1,GABA,3.608974359,2.326923077,10
WV-WV-1,WED-VLP-2,GABA,2.326923077,3.333333333,10
WV-WV-2,WV-WV-3,GABA,3.544871795,2.53525641,10
WED_pr01-1,IPS_pr01-1,Ach,4.083333333,4.522435897,10
AVLP_pr01-1,WED-VLP-1,GABA,3.631410256,3.336538462,10
B1-3,GF,Ach,2.653846154,3.179487179,10
WV-WV-2,WED_pr02,GABA,3.355769231,3.128205128,10
vpoIN-3,pC2lb,GABA,3.916666667,5.173076923,10
PVLP_pr03-3,pC2la,GABA,4.657051282,5.708333333,10
vpoEN,AVLP_pr36/asp10a-1,Ach,3.641025641,5.471153846,10
AVLP_pr04,AVLP_pr18-1,SER,5.711538462,5.772435897,10
IPS_pr01-1,WED_pr01-1,GABA,4.522435897,4.394230769,10
pC2lb,pC2la,Ach,4.871794872,5.493589744,10
AVLP_pr23,vpoEN,Ach,3.240384615,3.641025641,10
B1-3,WV-WV-2,Ach,2.817307692,3.724358974,10
pC2lb,pC2la,Ach,5.131410256,5.708333333,10
B2,B1-7,GABA,2.634615385,2.451923077,10
B1-1,WED-VLP-1,Ach,2.108974359,3.378205128,10
aPN2,aPN2,Ach,3.532051282,4.759615385,10
WV-WV-2,WED_pr02,GABA,3.394230769,3.573717949,10
B2,B1-7,GABA,2.21474359,3.150641026,10
B1-5,WED_pr01-1,Ach,2.939102564,4.083333333,10
vpoIN-1,pC2lb,GABA,4.96474359,5.173076923,10
WED_pr02,AVLP_pr23,GABA,3.147435897,3.240384615,10
pC2lb,pC2la,Ach,5.173076923,5.673076923,10
B1-4,A1,Ach,2.708333333,3.746794872,10
B1-4,A1,Ach,2.708333333,3.939102564,10
AVLP_pr01-2,WED-VLP-1,GABA,4.233974359,3.272435897,10
B1-4,A1,Ach,2.753205128,4.294871795,10
A1,A1,inconclusive,3.823717949,3.746794872,10
vpoIN-1,AVLP_pr36/asp10a-1,GABA,5.493589744,5.278846154,10
B2,B1-u,GABA,2.634615385,2.272435897,10
aPN2,IPS/WED_pr01,Ach,4.602564103,4.71474359,10
WED_pr01-1,WED_pr01-1,Ach,4.394230769,4.21474359,10
WED_pr02,WED_pr02,GABA,3.445512821,3.317307692,10
B1-u,WED_pr02,Ach,4.189102564,3.201923077,10
B1-4,B1-4,Ach,3.169871795,3.163461538,10
vpoEN,pMN2,Ach,3.740384615,5.314102564,10
AVLP_pr01-1,WED-VLP-1,GABA,2.592948718,3.272435897,10
AVLP/PVLP_pr01-2,GF,Ach,4.246794872,3.467948718,10
pC2lb,pC2la,Ach,4.945512821,5.669871795,10
WED_pr02,A2,GABA,3.128205128,2.310897436,10
AVLP_pr23,A1,Ach,3.144230769,3.746794872,10
B1-u,WV-WV-3,Ach,2.230769231,2.846153846,10
WED_pr02,WED_pr02,GABA,3.573717949,3.397435897,10
vpoIN-1,AVLP_pr36/asp10a-1,GABA,4.96474359,5.278846154,10
B2,B1-u,GABA,2.727564103,2.272435897,10
aPN2,B1-5,Ach,3.935897436,3.028846154,10
B1-3,B1-5,Ach,2.817307692,2.939102564,10
AVLP_pr01-1,WED-VLP-1,GABA,3.631410256,3.224358974,10
AVLP_pr36/asp10a-1,pC1d,Ach,5.407051282,5.891025641,10
SAD_pr02,WV-WV-2,GABA,2.147435897,3.355769231,10
WED_pr02,WV-WV-2,GABA,3.439102564,3.544871795,10
aPN3,B1-4,GLUT,5.041666667,2.884615385,10
WV-WV-3,AVLP/PVLP_pr01-2,GABA,2.326923077,4.246794872,10
B1-4,WED_pr01-1,Ach,2.426282051,4.269230769,10
pC2lb,AVLP_pr36/asp10a-1,Ach,4.830128205,5.333333333,10
pC2lb,AVLP_pr36/asp10a-1,Ach,4.830128205,5.320512821,10
SAD_pr02,WV-WV-3,GABA,2.352564103,2.326923077,10
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.310897436,5.573717949,10
B1-u,AVLP/PVLP_pr01-2,Ach,2.272435897,4.320512821,10
B1-u,AVLP/PVLP_pr01-2,Ach,2.272435897,4.105769231,10
B1-4,WED_pr01-1,Ach,2.782051282,4.038461538,10
B1-1,AVLP_pr23,Ach,5.0,3.144230769,10
B1-5,GF,Ach,2.637820513,3.179487179,10
WV-WV-2,SAD_pr02,GABA,3.544871795,4.048076923,10
WED_pr02,WV-WV-2,GABA,3.564102564,3.544871795,10
WED-VLP-1,AVLP_pr01-1,Ach,3.246794872,2.592948718,10
B1-2,WED_pr02,Ach,3.743589744,3.201923077,10
WV-WV-2,B1-5,GABA,3.5,3.051282051,10
WED_pr02,WED-VLP-1,GABA,3.201923077,3.041666667,10
B1-7,WED_pr01-1,Ach,4.782051282,4.269230769,10
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.429487179,5.259615385,10
WED_pr02,WED-VLP-1,GABA,3.147435897,3.346153846,10
vpoEN,pC2la,Ach,3.740384615,5.038461538,10
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.471153846,5.333333333,10
WED-VLP-1,AVLP_pr01-1,Ach,3.448717949,2.628205128,10
WED-VLP-2,WV-WV-1,Ach,3.336538462,2.631410256,10
pC2lb,AVLP_pr36/asp10a-1,Ach,4.871794872,5.237179487,10
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.278846154,5.490384615,10
B1-5,GF,Ach,2.445512821,3.467948718,10
AVLP_pr02,pC2lb,GABA,4.46474359,4.817307692,10
WED_pr02,WED-VLP-1,GABA,3.128205128,3.134615385,10
WV-WV-3,B1-4,GABA,2.326923077,2.708333333,10
AVLP_pr02,pC2lb,GABA,4.179487179,4.871794872,10
AVLP_pr36/asp10a-1,pC2la,Ach,5.237179487,5.871794872,10
WV-WV-1,WED-VLP-2,GABA,2.326923077,3.423076923,10
B1-4,WED_pr01-1,Ach,2.426282051,4.16025641,10
AVLP/PVLP_pr01-2,A1,Ach,4.025641026,3.823717949,10
WED_pr02,WV-WV-2,GABA,3.378205128,3.544871795,10
B1-5,B1-7,Ach,2.929487179,2.519230769,10
SAD_pr02,B1-5,GABA,2.147435897,3.051282051,10
pC2la,pC1d,Ach,5.871794872,5.689102564,10
SAD_pr02,B1-4,GABA,3.096153846,2.766025641,10
B1-2,WED_pr02,Ach,3.105769231,3.201923077,10
B1-1,WED-VLP-1,Ach,5.0,3.041666667,10
WED_pr02,B1-1,GABA,3.096153846,2.179487179,9
B1-5,WED_pr01-1,Ach,3.134615385,4.019230769,9
B1-1,WED_pr02,Ach,3.935897436,3.243589744,9
WED-VLP-2,WED_pr02,Ach,3.647435897,3.445512821,9
A1,GF,inconclusive,3.823717949,3.467948718,9
A2,A2,Ach,2.310897436,2.317307692,9
vpoIN-2,pC2la,GABA,5.173076923,5.240384615,9
B1-5,WED_pr01-1,Ach,3.240384615,4.25,9
B1-5,WV-WV-3,Ach,2.573717949,2.846153846,9
B1-1,WED_pr02,Ach,2.141025641,3.201923077,9
B1-1,WED-VLP-1,Ach,2.169871795,3.253205128,9
B1-5,WED_pr01-1,Ach,2.929487179,4.394230769,9
WV-WV-1,WED-VLP-2,GABA,3.176282051,3.423076923,9
WED_pr02,AVLP_pr23,GABA,3.201923077,3.240384615,9
AVLP_pr01-2,AVLP_pr01-2,GABA,4.03525641,4.217948718,9
vpoEN,AVLP_pr36/asp10a-1,Ach,3.740384615,5.407051282,9
B1-2,AVLP_pr01-1,Ach,2.423076923,2.435897436,9
B1-1,WED-VLP-1,Ach,2.141025641,3.448717949,9
B1-5,WED_pr01-1,Ach,3.048076923,4.019230769,9
vpoEN,pC2lb,Ach,3.625,4.945512821,9
B1-1,AVLP_pr23,Ach,4.240384615,3.144230769,9
B1-1,B1-u,Ach,2.141025641,2.230769231,9
aPN2,aPN2,Ach,4.602564103,3.532051282,9
A1,A1,inconclusive,3.939102564,3.823717949,9
B1-5,WV-WV-2,Ach,3.176282051,2.996794872,9
B1-5,WV-WV-2,Ach,3.240384615,2.996794872,9
aPN2,aPN2,Ach,3.532051282,4.592948718,9
B1-5,SAD_pr02,Ach,2.929487179,3.022435897,9
B1-2,AVLP_pr01-1,Ach,2.298076923,2.621794872,9
aPN2,IPS/WED_pr01,Ach,4.602564103,4.935897436,9
B1-1,WED-VLP-1,Ach,3.935897436,3.314102564,9
WV-WV-4,WV-WV-3,GABA,2.987179487,2.778846154,9
WED-VLP-2,vpoEN,Ach,3.423076923,3.740384615,9
WED_pr01-1,IPS_pr02,Ach,4.115384615,3.403846154,9
aPN2,B1-5,Ach,4.666666667,3.615384615,9
WED_pr02,B1-3,GABA,3.378205128,3.256410256,9
WED_pr02,B1-2,GABA,3.147435897,3.586538462,9
WED_pr02,B1-2,GABA,3.201923077,3.378205128,9
WED_pr01-1,IPS/WED_pr01,Ach,4.269230769,5.971153846,9
WED_pr02,B1-2,GABA,3.243589744,2.246794872,9
WED_pr02,B1-2,GABA,3.317307692,2.663461538,9
WED_pr02,B1-3,GABA,3.439102564,2.653846154,9
WED-VLP-2,vpoEN,Ach,3.560897436,3.641025641,9
aPN3,B1-4,GLUT,5.041666667,2.743589744,9
WV-WV-1,WED_pr02,GABA,2.631410256,3.403846154,9
WED_pr01-1,IPS/WED_pr01,Ach,4.256410256,5.009615385,9
B1-1,B1-1,Ach,2.141025641,2.108974359,9
WED_pr01-1,IPS/WED_pr01,Ach,4.115384615,5.009615385,9
B1-5,SAD_pr02,Ach,2.833333333,4.070512821,9
B1-5,IPS_pr01-1,Ach,3.451923077,4.522435897,9
